# tau eta eta_joint W_out W_out_joint power power_joint
5.000000000000000000e+00 6.837295450068854308e-01 6.629728743361186227e-01 2.979526526529077124e-01 2.889074020391793063e-01 1.216133276134317119e-02 1.179213885874201215e-02
5.049999999999999822e+00 6.840717281900809965e-01 6.803938311537182093e-01 2.980123100453354601e-01 2.964100532252570419e-01 1.212664537315708696e-02 1.206144672330649106e-02
5.099999999999999645e+00 6.840125449302646432e-01 7.027192656393848047e-01 2.980079192882554295e-01 3.061579904478417546e-01 1.208957076220103233e-02 1.242020245224510246e-02
5.149999999999999467e+00 6.836090553325153696e-01 7.139394730638976005e-01 2.979413268227952827e-01 3.111604099105436116e-01 1.205020533155896044e-02 1.258484974360135969e-02
5.199999999999999289e+00 6.831321079018978226e-01 7.128193280964058021e-01 2.977902948239408154e-01 3.107315194450142037e-01 1.200767317838471147e-02 1.252949675181509043e-02
5.249999999999999112e+00 6.825688929890032508e-01 7.034765741378812276e-01 2.975008367517514296e-01 3.066135471319331174e-01 1.195983263323623785e-02 1.232617274902243765e-02
5.299999999999998934e+00 6.821653524487580889e-01 6.880934098250535147e-01 2.972745477457201524e-01 2.998578811988528159e-01 1.191481153289459562e-02 1.201835195185782870e-02
5.349999999999998757e+00 6.824066933662928935e-01 6.732944184673902432e-01 2.974068699373779712e-01 2.934355531521879445e-01 1.188439040708803157e-02 1.172569642965786037e-02
5.399999999999998579e+00 6.830216915284732515e-01 6.636302164560509143e-01 2.977441480650354633e-01 2.892909784266857187e-01 1.186231665597750964e-02 1.152553698911098524e-02
5.449999999999998401e+00 6.835392340717449944e-01 6.620017311372013991e-01 2.980013839512782869e-01 2.886117171093087741e-01 1.183719499309943655e-02 1.146421915032011171e-02
5.499999999999998224e+00 6.840167606078435547e-01 6.717645358856485505e-01 2.981944677163196333e-01 2.928531576201620634e-01 1.180968188975523546e-02 1.159814485624404388e-02
5.549999999999998046e+00 6.842883852789515275e-01 6.879705725349822831e-01 2.983005675461991579e-01 2.999057366122174217e-01 1.177889704032375993e-02 1.184227982674106519e-02
5.599999999999997868e+00 6.840671396776332180e-01 7.026899101315914331e-01 2.982186780184141739e-01 3.063372641391229889e-01 1.174089283537063828e-02 1.206052221020169346e-02
5.649999999999997691e+00 6.836082839140221745e-01 7.107035200218925208e-01 2.980428181689736000e-01 3.098559291545611716e-01 1.169942367689788543e-02 1.216313755268149874e-02
5.699999999999997513e+00 6.831550785374382873e-01 7.062446596024468670e-01 2.978671421520131535e-01 3.079345891218074893e-01 1.165820517229014357e-02 1.205223440789853287e-02
5.749999999999997335e+00 6.827471290701426776e-01 6.935053952818693856e-01 2.977119621913340008e-01 3.024031053793426738e-01 1.161802779283254913e-02 1.180109679529142523e-02
