# tau eta eta_joint W_out W_out_joint power power_joint
5.000000000000000000e+00 6.546220855053688226e-01 7.020148067527075542e-01 2.772915059938148019e-01 2.973665986905029701e-01 1.131802065280876693e-02 1.213741219144910156e-02
5.049999999999999822e+00 6.550240851454383062e-01 7.012996750843369931e-01 2.774076396504145947e-01 2.970057009576260176e-01 1.128820507224474398e-02 1.208568467782811760e-02
5.099999999999999645e+00 6.554908845293367925e-01 7.010558976364543726e-01 2.776104774072049031e-01 2.969079616900185403e-01 1.126208833294948912e-02 1.204494773590339060e-02
5.149999999999999467e+00 6.560061965165665532e-01 7.008999434899833014e-01 2.778998883798022845e-01 2.969179515309001705e-01 1.123963148148846534e-02 1.200881502652781374e-02
5.199999999999999289e+00 6.565481429547962433e-01 7.004449317284973109e-01 2.782667157856326678e-01 2.968716198991676603e-01 1.122043208813035091e-02 1.197062983464385923e-02
5.249999999999999112e+00 6.571025808219266295e-01 6.994165914184738986e-01 2.786988448919957007e-01 2.966456103136966282e-01 1.120397366399982636e-02 1.192545167090237716e-02
5.299999999999998934e+00 6.576711374435246782e-01 6.977233292854603253e-01 2.791857955312474493e-01 2.961882187873861039e-01 1.118981144413817505e-02 1.187127129408361258e-02
5.349999999999998757e+00 6.582712867243654120e-01 6.954621609968520968e-01 2.797205084461333868e-01 2.955240995655683545e-01 1.117764269515018546e-02 1.180915482779494076e-02
5.399999999999998579e+00 6.589289611929601831e-01 6.928640334708805470e-01 2.802982447542491373e-01 2.947337025278591316e-01 1.116726074718124226e-02 1.174237858676729744e-02
5.449999999999998401e+00 6.596668158854477326e-01 6.902032713533576835e-01 2.809135931695401212e-01 2.939172871883731775e-01 1.115843468399364997e-02 1.167496672049148781e-02
5.499999999999998224e+00 6.604928809563194170e-01 6.877041588970954633e-01 2.815573061904463881e-01 2.931570286642319889e-01 1.115078440358203624e-02 1.161017935303889151e-02
5.549999999999998046e+00 6.613937625490674543e-01 6.854789177811644318e-01 2.822145304095308171e-01 2.924915864668331533e-01 1.114371294805649969e-02 1.154951970254030486e-02
5.599999999999997868e+00 6.623350774871156199e-01 6.835153116118720673e-01 2.828654765559800444e-01 2.919109842195584115e-01 1.113643608488110517e-02 1.149255843384088330e-02
5.649999999999997691e+00 6.632689937465707786e-01 6.817151259248324102e-01 2.834884773792514245e-01 2.913725575549483970e-01 1.112810509830231345e-02 1.143758812777030155e-02
5.699999999999997513e+00 6.641463115026305930e-01 6.799659914747220313e-01 2.840644254397689528e-01 2.908307180835478789e-01 1.111798142621405090e-02 1.138280697000187448e-02
5.749999999999997335e+00 6.649289754235127026e-01 6.782176675804024724e-01 2.845809902343640063e-01 2.902683783806222495e-01 1.110559961890201369e-02 1.132754647339014042e-02
5.799999999999997158e+00 6.655988350576123036e-01 6.765330934582535205e-01 2.850350311570442052e-01 2.897175013173716174e-01 1.109085724346475614e-02 1.127305452596776870e-02
5.849999999999996980e+00 6.661597316160543514e-01 6.750941285600943198e-01 2.854321854012202841e-01 2.892603430095956885e-01 1.107399361401436612e-02 1.122251573267102689e-02
5.899999999999996803e+00 6.666324609394781442e-01 6.741580700936993242e-01 2.857836559230451101e-01 2.890098656010291478e-01 1.105546057729381651e-02 1.118026559385025889e-02
5.949999999999996625e+00 6.670444390351735198e-01 6.739790247380066379e-01 2.861011505662237608e-01 2.890754545738403181e-01 1.103572422627671461e-02 1.115045147825806729e-02
5.999999999999996447e+00 6.674178739257379256e-01 6.747204517376707011e-01 2.863916945872070352e-01 2.895252601030851025e-01 1.101506517643104262e-02 1.113558692704173791e-02
6.049999999999996270e+00 6.677605597380633640e-01 6.763890322040581049e-01 2.866540866830510348e-01 2.903580893500845583e-01 1.099344531862132650e-02 1.113549719463411726e-02
6.099999999999996092e+00 6.680625555718652242e-01 6.788123416713518488e-01 2.868783215525450014e-01 2.914944769822259696e-01 1.097049030793671373e-02 1.114701632819220002e-02
