# tau eta eta_joint W_out W_out_joint power power_joint
5.000000000000000000e+00 6.845815354971818145e-01 6.932896902326882715e-01 2.991486711153358291e-01 3.029539635194050673e-01 1.221014984144227870e-02 1.236546789875122773e-02
5.049999999999999822e+00 6.845782286555754936e-01 6.770280725254123055e-01 2.991465958466683617e-01 2.958473330160569237e-01 1.217280145866402215e-02 1.203854864765236538e-02
5.099999999999999645e+00 6.847423771319157693e-01 6.832309279445970551e-01 2.992088980684021182e-01 2.985484466914649637e-01 1.213829201088852464e-02 1.211149885158072960e-02
5.149999999999999467e+00 6.846264386154309323e-01 6.934825765654337726e-01 2.991750757316888887e-01 3.030451216318161833e-01 1.210010417519469771e-02 1.225662777075090838e-02
5.199999999999999289e+00 6.845641774160415860e-01 6.792852987738423609e-01 2.991400759005449217e-01 2.968333175135404733e-01 1.206209983469939268e-02 1.196908538361050357e-02
5.249999999999999112e+00 6.847368505362116942e-01 6.806888615238557705e-01 2.992153110730966237e-01 2.974464267336542900e-01 1.202875622404408519e-02 1.195764529582529767e-02
5.299999999999998934e+00 6.846590057063877133e-01 6.935521874380708995e-01 2.991923518946920657e-01 3.030786251138458676e-01 1.199167743064898095e-02 1.214743988432247929e-02
5.349999999999998757e+00 6.845557519076239661e-01 6.818713727723210161e-01 2.991388170278426184e-01 2.979657905844140808e-01 1.195359908203167364e-02 1.190672489847808581e-02
5.399999999999998579e+00 6.847235952274177695e-01 6.790544111890273182e-01 2.992176852814736332e-01 2.967403058874737987e-01 1.192102331798699892e-02 1.182232294372405693e-02
5.449999999999998401e+00 6.846855481497819973e-01 6.931394651799196449e-01 2.992049798875400235e-01 3.028993094696504906e-01 1.188500416633724195e-02 1.203175012789078555e-02
5.499999999999998224e+00 6.845589446264331857e-01 6.840755410499966827e-01 2.991456535220728963e-01 2.989344108235103548e-01 1.184735261473556130e-02 1.183898656726773899e-02
5.549999999999998046e+00 6.847083931604395213e-01 6.780103645967638926e-01 2.992164785451789655e-01 2.962894507183878590e-01 1.181506331866452250e-02 1.169948472728086532e-02
