# tau eta eta_joint W_out W_out_joint power power_joint
5.000000000000000000e+00 6.247477549242842487e-01 6.784031389893780961e-01 2.557240313345574556e-01 2.776864489787675971e-01 1.043771556467581497e-02 1.133414077464357621e-02
5.049999999999999822e+00 6.265654987439805979e-01 6.748840179893477176e-01 2.572754395023849616e-01 2.771156131153207358e-01 1.046899041718758576e-02 1.127632199858883896e-02
5.099999999999999645e+00 6.283291755031689130e-01 6.717030720622180207e-01 2.587519354094546253e-01 2.766137188797446189e-01 1.049703591924765200e-02 1.122165188153122217e-02
5.149999999999999467e+00 6.300510269277728170e-01 6.690030459821448838e-01 2.601491632312729063e-01 2.762325195469910177e-01 1.052170528741245420e-02 1.117219492606637103e-02
5.199999999999999289e+00 6.317322163283807246e-01 6.668662332305637097e-01 2.614610197464963814e-01 2.760022694241293095e-01 1.054278305429420977e-02 1.112912376710198901e-02
5.249999999999999112e+00 6.333615558206667773e-01 6.653038772726955763e-01 2.626793441732482304e-01 2.759270507529727467e-01 1.055997363510545635e-02 1.109254475388835211e-02
5.299999999999998934e+00 6.349170189999664426e-01 6.642608291771511242e-01 2.637945390656940559e-01 2.759862690847031397e-01 1.057292741746268874e-02 1.106157391121054615e-02
5.349999999999998757e+00 6.363697749289110028e-01 6.636338952254851042e-01 2.647970332662160642e-01 2.761417866683595346e-01 1.058130003061802556e-02 1.103463682990447718e-02
5.399999999999998579e+00 6.376897974975388461e-01 6.632993678535862303e-01 2.656792200104358681e-01 2.763488758583064753e-01 1.058482948248748619e-02 1.100991537284089564e-02
5.449999999999998401e+00 6.388519089202558954e-01 6.631438045154389727e-01 2.664374275100863665e-01 2.765685237490616011e-01 1.058341320794782027e-02 1.098584006947613163e-02
5.499999999999998224e+00 6.398410550303923472e-01 6.630914958195393005e-01 2.670734621750169291e-01 2.767783344551455471e-01 1.057716681881255318e-02 1.096151819624338955e-02
5.549999999999998046e+00 6.406557106138948132e-01 6.631229919790806449e-01 2.675953163843094451e-01 2.769796692677812811e-01 1.056644882070323713e-02 1.093700569665474222e-02
5.599999999999997868e+00 6.413086385546958867e-01 6.632808652215004264e-01 2.680167758274023537e-01 2.771994454422348486e-01 1.055184156800796809e-02 1.091336399378877407e-02
5.649999999999997691e+00 6.418250345539489032e-01 6.636615034329651497e-01 2.683560018557877846e-01 2.774861341621626121e-01 1.053409232014868718e-02 1.089248809272473466e-02
5.699999999999997513e+00 6.422381756183567214e-01 6.643945694009451008e-01 2.686331936234407358e-01 2.779006944462696360e-01 1.051401931989983350e-02 1.087673950866026133e-02
