# tau eta eta_joint W_out W_out_joint power power_joint
5.000000000000000000e+00 6.787678161898913487e-01 6.797417881170922938e-01 2.947965231850133705e-01 2.952195301853015597e-01 1.203251115040870900e-02 1.204977674225720698e-02
5.049999999999999822e+00 6.787962587820963734e-01 6.819416507691608009e-01 2.947540919435766016e-01 2.961199173248437733e-01 1.199406274439782615e-02 1.204964058290310287e-02
5.099999999999999645e+00 6.787529166089932842e-01 6.841552535721783235e-01 2.946526348388356364e-01 2.969978370199802820e-01 1.195345374599738990e-02 1.204859379391400726e-02
5.149999999999999467e+00 6.786822967063869116e-01 6.855536669317642273e-01 2.945521070662688867e-01 2.975343221441331121e-01 1.191312869833241299e-02 1.203374407054128015e-02
5.199999999999999289e+00 6.786686130359249614e-01 6.863091356100147200e-01 2.945220955072604951e-01 2.978378562129531115e-01 1.187589094787340829e-02 1.200959097632875623e-02
5.249999999999999112e+00 6.787779579738896230e-01 6.871904997096552892e-01 2.946055709630718278e-01 2.982568115966270916e-01 1.184344003871645561e-02 1.199022358177395317e-02
5.299999999999998934e+00 6.789963255455327973e-01 6.886661880537073843e-01 2.947887951210164115e-01 2.989870021076012074e-01 1.181518216917901501e-02 1.198344697826056980e-02
5.349999999999998757e+00 6.792253748616610132e-01 6.904020117879916540e-01 2.950046987816006272e-01 2.998589938828621904e-01 1.178839955171231274e-02 1.198237737793655250e-02
5.399999999999998579e+00 6.793496588013351323e-01 6.915902338676058747e-01 2.951728628756337125e-01 3.004913105096993498e-01 1.175987501496548841e-02 1.197176535895216713e-02
5.449999999999998401e+00 6.793229932841141627e-01 6.917195257648923734e-01 2.952486775928042650e-01 3.006364825955347708e-01 1.172785213874098439e-02 1.194186624014040993e-02
5.499999999999998224e+00 6.792014965480633881e-01 6.910069039373439859e-01 2.952454934734367598e-01 3.003772450199477806e-01 1.169289083063116026e-02 1.189612851564149712e-02
5.549999999999998046e+00 6.790963796917870443e-01 6.901076889147707005e-01 2.952153645870120302e-01 3.000021780115200709e-01 1.165707263917125681e-02 1.184608797676288752e-02
5.599999999999997868e+00 6.790888459320035819e-01 6.894529322927731574e-01 2.952072529124541989e-01 2.997126331463338955e-01 1.162233279182890537e-02 1.179970996639109933e-02
5.649999999999997691e+00 6.791790421286498791e-01 6.889022243104393484e-01 2.952370591112369880e-01 2.994636967641852721e-01 1.158928593174630116e-02 1.175519908789736216e-02
5.699999999999997513e+00 6.793063488526304150e-01 6.880318775181322177e-01 2.952895961229767829e-01 2.990825208320530004e-01 1.155732274453920988e-02 1.170577380947370079e-02
5.749999999999997335e+00 6.794137056934121954e-01 6.867113280200991543e-01 2.953435157686373769e-01 2.985158177352509323e-01 1.152560061536146187e-02 1.164939776527808800e-02
5.799999999999997158e+00 6.794945159473918528e-01 6.853335986728024132e-01 2.953931993147246304e-01 2.979315940873704660e-01 1.149389880602041600e-02 1.159266903063698589e-02
5.849999999999996980e+00 6.795850567459997826e-01 6.844452867884150971e-01 2.954499399232770607e-01 2.975629273408059161e-01 1.146265528315332932e-02 1.154463345648131661e-02
5.899999999999996803e+00 6.797199457192466543e-01 6.841587105922214418e-01 2.955271472350387008e-01 2.974570236913920418e-01 1.143238480599763178e-02 1.150704153545037238e-02
5.949999999999996625e+00 6.798990428247854156e-01 6.839789142287125978e-01 2.956279166803816860e-01 2.974018916494531872e-01 1.140319832904076146e-02 1.147162552167611468e-02
5.999999999999996447e+00 6.800949462502275944e-01 6.832712080972003221e-01 2.957465550321457526e-01 2.971277864385861722e-01 1.137486750123637737e-02 1.142799178609947043e-02
6.049999999999996270e+00 6.802851663385022229e-01 6.819455630673986191e-01 2.958781376985499811e-01 2.966002982222474271e-01 1.134719607664621405e-02 1.137489159049846418e-02
