# tau eta eta_joint W_out W_out_joint power power_joint
5.000000000000000000e+00 6.847857456921284669e-01 6.892884754267212255e-01 2.993092595646849041e-01 3.012773330991576071e-01 1.221670447202795502e-02 1.229703400404724874e-02
5.049999999999999822e+00 6.847814056816520223e-01 6.803321984789633126e-01 2.993085218211093412e-01 2.973638346259496190e-01 1.217939051154056165e-02 1.210025776707831548e-02
5.099999999999999645e+00 6.847449644728874629e-01 6.867441071170717892e-01 2.992895712186558477e-01 3.001633601120775596e-01 1.214156475532072489e-02 1.217701258061166560e-02
5.149999999999999467e+00 6.847961709633466620e-01 6.873521281569614505e-01 2.993125734036585772e-01 3.004297381273663969e-01 1.210566525393967988e-02 1.215084886258307149e-02
5.199999999999999289e+00 6.847705239771455510e-01 6.806680076409763469e-01 2.993045939003388112e-01 2.975114355458655657e-01 1.206873362501366398e-02 1.199642885265587121e-02
5.249999999999999112e+00 6.847625221790157868e-01 6.882689941286002089e-01 2.993004920809687608e-01 3.008331238269923436e-01 1.203218058616959893e-02 1.209379392269315998e-02
5.299999999999998934e+00 6.848008422070986922e-01 6.844103381976048839e-01 2.993155355981382826e-01 2.991448525184006169e-01 1.199661465323199547e-02 1.198977364803208850e-02
5.349999999999998757e+00 6.847594902668979744e-01 6.821721388236979822e-01 2.992991350170819409e-01 2.981682386075511504e-01 1.196000539528799082e-02 1.191481472957247462e-02
5.399999999999998579e+00 6.847773513793986577e-01 6.889664126618697537e-01 2.993085332626329587e-01 3.011395251692403630e-01 1.192464275946744992e-02 1.199759064419284385e-02
5.449999999999998401e+00 6.847956513104047627e-01 6.821777121282561751e-01 2.993156436526014375e-01 2.981713750670040852e-01 1.188939994647870806e-02 1.184394737108258704e-02
5.499999999999998224e+00 6.847531749628303910e-01 6.842222219414121342e-01 2.992969145675995479e-01 2.990648417464703002e-01 1.185334315119206290e-02 1.184415214837506239e-02
