# tau eta eta_joint W_out W_out_joint power power_joint
5.000000000000000000e+00 6.799858842449311158e-01 6.861754469287901781e-01 2.956099374138418945e-01 2.983007230315850578e-01 1.206571173117722100e-02 1.217553971557490053e-02
5.049999999999999822e+00 6.801751429560083384e-01 6.838517712535474580e-01 2.958225634351272504e-01 2.974216068859792950e-01 1.203754072981189083e-02 1.210260862201339820e-02
5.099999999999999645e+00 6.803865293886656174e-01 6.812544035411097765e-01 2.960283116094067912e-01 2.964059136178832654e-01 1.200926213425585441e-02 1.202458067415347956e-02
5.149999999999999467e+00 6.805948435841886468e-01 6.799931420048076491e-01 2.961785527513789429e-01 2.959167066550570935e-01 1.197891012139045384e-02 1.196831978382435248e-02
5.199999999999999289e+00 6.807370482631552866e-01 6.805364152801743893e-01 2.962356016328950847e-01 2.961482923956905156e-01 1.194498393681028663e-02 1.194146340305203904e-02
5.249999999999999112e+00 6.807592935856352501e-01 6.820476421846644044e-01 2.961957982001311995e-01 2.967563538109690979e-01 1.190736877186457029e-02 1.192990367079272730e-02
5.299999999999998934e+00 6.806903475045795737e-01 6.835821270776765157e-01 2.961092195591263909e-01 2.973671815614757907e-01 1.186810499234975530e-02 1.191852431108119358e-02
5.349999999999998757e+00 6.806411312865408014e-01 6.850383495234453335e-01 2.960598033945969210e-01 2.979724700067958310e-01 1.183056157420966752e-02 1.190699180846337135e-02
5.399999999999998579e+00 6.807062272355760557e-01 6.867996572415928647e-01 2.961061446612353043e-01 2.987567771876515899e-01 1.179705755622451578e-02 1.190266044572317258e-02
5.449999999999998401e+00 6.808656331820890362e-01 6.887613364966469476e-01 2.962335606357558992e-01 2.996688527001587499e-01 1.176697361015912290e-02 1.190343009732507638e-02
5.499999999999998224e+00 6.809993251262734804e-01 6.901413444729930236e-01 2.963673908468884566e-01 3.003459504737377994e-01 1.173732240977776176e-02 1.189488912767278604e-02
5.549999999999998046e+00 6.810061471980634051e-01 6.903297075779273317e-01 2.964384888464342005e-01 3.004969869393618875e-01 1.170536974714449230e-02 1.186562633521666063e-02
5.599999999999997868e+00 6.809016893699497697e-01 6.896274027479415425e-01 2.964382251968549209e-01 3.002370628671532371e-01 1.167079626759271425e-02 1.182035680579343433e-02
5.649999999999997691e+00 6.807945083168502887e-01 6.888818855882852255e-01 2.964128478273109213e-01 2.999340315313431260e-01 1.163544054277962543e-02 1.177366168915969236e-02
5.699999999999997513e+00 6.807752426249050748e-01 6.884782658169155134e-01 2.964111368122011037e-01 2.997650511708238596e-01 1.160121866192568088e-02 1.173248732566825429e-02
5.749999999999997335e+00 6.808418311055552952e-01 6.879802428196369890e-01 2.964432136875305712e-01 2.995513272206119515e-01 1.156851565609875662e-02 1.168980789153607931e-02
5.799999999999997158e+00 6.809302056513685253e-01 6.868639855873835964e-01 2.964868984675660402e-01 2.990705524086263445e-01 1.153645519329050961e-02 1.163698647504382913e-02
5.849999999999996980e+00 6.809974780027132635e-01 6.853643084089955373e-01 2.965226754884509042e-01 2.984240984412536157e-01 1.150427450973621341e-02 1.157804455640169296e-02
5.899999999999996803e+00 6.810583980749759236e-01 6.842970019714702534e-01 2.965538398953461163e-01 2.979640279557533855e-01 1.147210212361107068e-02 1.152665485322063726e-02
5.949999999999996625e+00 6.811479873148766906e-01 6.840477533736741833e-01 2.965960232871539537e-01 2.978586844085540086e-01 1.144054091753728131e-02 1.148924530023352243e-02
5.999999999999996447e+00 6.812728941615150413e-01 6.840277334861868397e-01 2.966584860553059810e-01 2.978580735779955413e-01 1.140994177135792528e-02 1.145607975299983185e-02
6.049999999999996270e+00 6.814126650611168623e-01 6.833646649827060937e-01 2.967415227445547865e-01 2.975915794852490581e-01 1.138030767956106810e-02 1.141290812982738608e-02
6.099999999999996092e+00 6.815551662567350677e-01 6.820536497695999234e-01 2.968449402429126360e-01 2.970620500469526304e-01 1.135162295383987385e-02 1.135992543200583897e-02
6.149999999999995914e+00 6.817060978456639386e-01 6.811593552049395317e-01 2.969662483517556684e-01 2.967280751692904506e-01 1.132378449387057111e-02 1.131470258033519596e-02
6.199999999999995737e+00 6.818562535636365496e-01 6.817466507752643068e-01 2.970860631655085626e-01 2.970383090226972334e-01 1.129604802910679287e-02 1.129423228223183640e-02
6.249999999999995559e+00 6.819580743441714388e-01 6.837204470808198042e-01 2.971644594422679919e-01 2.979324165371752819e-01 1.126689893619973667e-02 1.129601579287868758e-02
6.299999999999995381e+00 6.819586066706045946e-01 6.858683428306024954e-01 2.971656991882036802e-01 2.988693795410324316e-01 1.123499807894910198e-02 1.129940943444357297e-02
6.349999999999995204e+00 6.818613422282767678e-01 6.870168902678087663e-01 2.970934432292298144e-01 2.993397643269956054e-01 1.120050681354306868e-02 1.128519375408089387e-02
6.399999999999995026e+00 6.817415380451473661e-01 6.870034740621947522e-01 2.969983259315471802e-01 2.992906700253267216e-01 1.116535059893034726e-02 1.125152894832055599e-02
6.449999999999994849e+00 6.816858535922781792e-01 6.865072549423829606e-01 2.969439059990270913e-01 2.990441193769995953e-01 1.113191775066643512e-02 1.121065114815368927e-02
6.499999999999994671e+00 6.817159665774737975e-01 6.861451266401049631e-01 2.969607157609270853e-01 2.988900919335609752e-01 1.110133516863279039e-02 1.117346138069387138e-02
6.549999999999994493e+00 6.817787559009368392e-01 6.859588946698433887e-01 2.970310366396604618e-01 2.988522006772303952e-01 1.107291842086339552e-02 1.114080897212415752e-02
6.599999999999994316e+00 6.818115551431229715e-01 6.857396179206961540e-01 2.971140328967052380e-01 2.988257706408260495e-01 1.104513133445001252e-02 1.110876470783740341e-02
6.649999999999994138e+00 6.818070722962662478e-01 6.855463968999289115e-01 2.971804067530025018e-01 2.988102725198027443e-01 1.101688254876747285e-02 1.107730389322716599e-02
6.699999999999993960e+00 6.818081140844478583e-01 6.856606691251269092e-01 2.972229350524278058e-01 2.989023925023868156e-01 1.098790887439659615e-02 1.104999602596624421e-02
6.749999999999993783e+00 6.818476857890732878e-01 6.861035403790396447e-01 2.972429268108958134e-01 2.990982131171611158e-01 1.095826458289017244e-02 1.102666223473405469e-02
6.799999999999993605e+00 6.819107286096806053e-01 6.864805324708097567e-01 2.972393695969601790e-01 2.992313101279930887e-01 1.092791799988824565e-02 1.100115110764680881e-02
6.849999999999993427e+00 6.819603156176882175e-01 6.864557918232870870e-01 2.972167372802538843e-01 2.991759873124774094e-01 1.089703894703039286e-02 1.096887212878011088e-02
6.899999999999993250e+00 6.819898543220372922e-01 6.862446069931048553e-01 2.971969649626816645e-01 2.990510975021828388e-01 1.086643381947648146e-02 1.093422659971418458e-02
6.949999999999993072e+00 6.820340306948935449e-01 6.863939292704973605e-01 2.972121538223431170e-01 2.991120807875444765e-01 1.083727087775180481e-02 1.090654806882569196e-02
6.999999999999992895e+00 6.821260325282757497e-01 6.870186790241199493e-01 2.972787883522864938e-01 2.994110629654245237e-01 1.081013775826496735e-02 1.088767501692453239e-02
7.049999999999992717e+00 6.822550629302992498e-01 6.874403044929525697e-01 2.973801426813812432e-01 2.996402766980001964e-01 1.078441133930666852e-02 1.086637449494108100e-02
7.099999999999992539e+00 6.823747702959750416e-01 6.867862241984086236e-01 2.974775797678805844e-01 2.994007291680031990e-01 1.075868281258158046e-02 1.082823613627498412e-02
7.149999999999992362e+00 6.824487623257705637e-01 6.849622750653553416e-01 2.975400407535533365e-01 2.986359042443477163e-01 1.073183194782880052e-02 1.077135813324969771e-02
7.199999999999992184e+00 6.824771270785848776e-01 6.828991805573000340e-01 2.975620860211511953e-01 2.977461026109474718e-01 1.070367215903421897e-02 1.071029146082545271e-02
7.249999999999992006e+00 6.824777606507489436e-01 6.817516519802041541e-01 2.975561830309654265e-01 2.972396040346521051e-01 1.067466127465347206e-02 1.066330418061532670e-02
7.299999999999991829e+00 6.824551747246500044e-01 6.818947885384909480e-01 2.975343032686418310e-01 2.972899881551583912e-01 1.064523446399434463e-02 1.063649331503250563e-02
7.349999999999991651e+00 6.824009702879413330e-01 6.827546874925800591e-01 2.975016927475055972e-01 2.976559004226346783e-01 1.061558225682446809e-02 1.062108476084334778e-02
7.399999999999991473e+00 6.823226601693581639e-01 6.835411115300364937e-01 2.974653223030083726e-01 2.979965182428072623e-01 1.058595453035617549e-02 1.060485830045578004e-02
7.449999999999991296e+00 6.822560803084538605e-01 6.839886242618897771e-01 2.974394407814209274e-01 2.981947684648418306e-01 1.055685681566711880e-02 1.058366525163591775e-02
7.499999999999991118e+00 6.822369830792848200e-01 6.843498443152991051e-01 2.974365946361932078e-01 2.983577441290606869e-01 1.052872901367056177e-02 1.056133607536498611e-02
7.549999999999990941e+00 6.822633344773422204e-01 6.848464949100787624e-01 2.974548823591344204e-01 2.985810951333017771e-01 1.050149628805417679e-02 1.054125666843078353e-02
7.599999999999990763e+00 6.822974429754868897e-01 6.853565372254484256e-01 2.974800354326547769e-01 2.988137931291541260e-01 1.047464913495263841e-02 1.052161243412515039e-02
7.649999999999990585e+00 6.823103506643786176e-01 6.856714300118138539e-01 2.975025975303671188e-01 2.989681034184047403e-01 1.044785241546504831e-02 1.049931882066391063e-02
7.699999999999990408e+00 6.823170065457994093e-01 6.858657753142667346e-01 2.975294547772073805e-01 2.990769220492862646e-01 1.042134692739781106e-02 1.047554893342509362e-02
7.749999999999990230e+00 6.823583921501938931e-01 6.862150977475374170e-01 2.975736156231976182e-01 2.992555086609300918e-01 1.039558482526455052e-02 1.045434091391896081e-02
7.799999999999990052e+00 6.824494483878976725e-01 6.867609482420572453e-01 2.976326654792237347e-01 2.995130145612519001e-01 1.037047614910187841e-02 1.043599353871958388e-02
7.849999999999989875e+00 6.825539099414489330e-01 6.871370534763404647e-01 2.976824060148701712e-01 2.996812535413535539e-01 1.034517483978697992e-02 1.041463956703227514e-02
7.899999999999989697e+00 6.826170467174080825e-01 6.869478343231645301e-01 2.976966386387174257e-01 2.995853417103616634e-01 1.031877430290182272e-02 1.038424061387735985e-02
7.949999999999989519e+00 6.826204657534610254e-01 6.862515793073898918e-01 2.976739530539809220e-01 2.992573921388211877e-01 1.029123433203046195e-02 1.034597725631188764e-02
7.999999999999989342e+00 6.825986915245897402e-01 6.855231319006452884e-01 2.976429544957177598e-01 2.989181387065629192e-01 1.026355015502475494e-02 1.030752202436424278e-02
8.049999999999990052e+00 6.826020359775949453e-01 6.851087522801152518e-01 2.976397204996812373e-01 2.987327414699243455e-01 1.023696373171733079e-02 1.027455688632586406e-02
8.099999999999988987e+00 6.826493925503021032e-01 6.848390648552141746e-01 2.976797634075321053e-01 2.986346036824660821e-01 1.021199874468378330e-02 1.024475484330930435e-02
8.149999999999987921e+00 6.827197353636080823e-01 6.842944239355974734e-01 2.977498878381926728e-01 2.984366459929722604e-01 1.018819120062251088e-02 1.021169019650889492e-02
8.199999999999988631e+00 6.827819721599722724e-01 6.834092138821218354e-01 2.978224773653143087e-01 2.980960737565701013e-01 1.016458967117114288e-02 1.017392743196485552e-02
8.249999999999989342e+00 6.828222858915020677e-01 6.826662041818516435e-01 2.978740219019416768e-01 2.978059329019785428e-01 1.014039223495972163e-02 1.013807431155672178e-02
