# tau_total W_out Q_meas
7.500000000000000000e+00 -2.943738946107909982e-01 -9.523970492589466216e-08
7.574999999999999289e+00 -2.955038395394175010e-01 -9.967753843160994665e-01
7.649999999999999467e+00 -2.962888836458175135e-01 -1.218372372543887083e+00
7.724999999999999645e+00 -2.955263682659696745e-01 -9.855898276634614068e-08
7.799999999999998934e+00 -2.948861507268228932e-01 -1.013396082301412741e-07
7.874999999999998224e+00 -2.953485030333640182e-01 -3.875426849998683254e-01
7.949999999999998401e+00 -2.951126095267840865e-01 -1.045776491111251598e-07
8.024999999999998579e+00 -2.959386127897410956e-01 -6.092305277761648208e-01
8.099999999999997868e+00 -2.968063056291041502e-01 -6.092288890927145539e-01
8.174999999999997158e+00 -2.961211326686753464e-01 -1.081660099034418708e-07
8.249999999999996447e+00 -2.955992723668814381e-01 -1.218441326374181788e+00
8.324999999999997513e+00 -2.957472503088294236e-01 -1.218447457218432284e+00
8.399999999999996803e+00 -2.957435786807267597e-01 -6.092023639472371466e-01
8.474999999999996092e+00 -2.966984076264671533e-01 -1.605935614495592745e+00
8.549999999999997158e+00 -2.972451593397821279e-01 -6.092341430490749721e-01
8.624999999999996447e+00 -2.966250819258959837e-01 -1.183069811205717642e-07
8.699999999999995737e+00 -2.961404446443458571e-01 -1.827617820426872708e+00
8.774999999999995026e+00 -2.963057742955862439e-01 -6.091572924895958252e-01
8.849999999999994316e+00 -2.967759477343505647e-01 -9.966550565591358879e-01
8.924999999999995381e+00 -2.969195403441877712e-01 -1.252843452656047098e-07
8.999999999999994671e+00 -2.976461859496984941e-01 -6.092270349285763276e-01
9.074999999999993960e+00 -2.970558158496975354e-01 -1.289824776132957073e-07
9.149999999999995026e+00 -2.965798149961038632e-01 -1.320143909989259315e-07
9.224999999999994316e+00 -2.967194621251867392e-01 -6.091966974590135031e-01
9.299999999999993605e+00 -2.967205212705136264e-01 -1.357968732502758135e-07
9.374999999999992895e+00 -2.973138413812703718e-01 -6.092216731517697825e-01
9.449999999999992184e+00 -2.979502670804631270e-01 -1.827673932650601740e+00
9.524999999999993250e+00 -2.975149487972417184e-01 -3.875648621740073740e-01
9.599999999999992539e+00 -2.969918480180631093e-01 -1.433020162894545310e-07
9.674999999999991829e+00 -2.971120641744562363e-01 -1.429299751155750371e-07
9.749999999999992895e+00 -2.974736982352113035e-01 -9.967538539937345066e-01
9.824999999999992184e+00 -2.976475110031946425e-01 -1.478603644087862518e-07
9.899999999999991473e+00 -2.982189995662007931e-01 -1.462601648402885534e-07
9.974999999999990763e+00 -2.978302403975329193e-01 -3.875631795574853156e-01
1.004999999999999005e+01 -2.973497087110229531e-01 -1.551183551650250902e-07
1.012499999999999112e+01 -2.975923454918512068e-01 -9.966825211504288795e-01
1.019999999999999041e+01 -2.974560448784977496e-01 -1.592614559106730161e-07
1.027499999999998970e+01 -2.979434337478679140e-01 -6.092464933676803307e-01
1.034999999999999076e+01 -2.984801664546259392e-01 -1.331477510642347219e-04
1.042499999999999005e+01 -2.980298597163706376e-01 -1.641842355987351270e-07
1.049999999999998934e+01 -2.976990599720826802e-01 -6.092183707699122541e-01
1.057499999999998863e+01 -2.977586568161801894e-01 -1.672785340742368549e-07
1.064999999999998792e+01 -2.977557872769338587e-01 -1.717860508307375122e-07
1.072499999999998899e+01 -2.981997041893736933e-01 -1.725464131081544123e-07
1.079999999999998828e+01 -2.986757737751872810e-01 -1.711358135932942103e-07
1.087499999999998757e+01 -2.982799854743513057e-01 -6.092425370341204571e-01
1.094999999999998863e+01 -2.980287113784794162e-01 -9.967821716835948420e-01
1.102499999999998792e+01 -2.982082209532528339e-01 -9.967650251903199532e-01
1.109999999999998721e+01 -2.980197670044866243e-01 -1.848336310643559064e-07
1.117499999999998650e+01 -2.987256560402967720e-01 -3.874784938716278049e-01
1.124999999999998579e+01 -2.988658541458479867e-01 -6.092437263960220895e-01
1.132499999999998685e+01 -2.984947550058071331e-01 -1.902827169318930351e-07
1.139999999999998614e+01 -2.981805146760123648e-01 -1.937244773899139401e-07
1.147499999999998543e+01 -2.983065633029152730e-01 -9.967972390407715544e-01
1.154999999999998650e+01 -2.982832125444336846e-01 -6.092477862726988214e-01
1.162499999999998579e+01 -2.986273806115885554e-01 -6.092509818018712053e-01
1.169999999999998508e+01 -2.990306837289927744e-01 -6.092563129208478090e-01
1.177499999999998437e+01 -2.987037915938105526e-01 -6.092727955236484361e-01
1.184999999999998366e+01 -2.983999818930263004e-01 -6.092626054987576589e-01
1.192499999999998472e+01 -2.984763499870588532e-01 -6.092560834623977906e-01
1.199999999999998401e+01 -2.985322133502587016e-01 -9.968164078743908529e-01
1.207499999999998508e+01 -2.988358004555078384e-01 -6.092142208232599332e-01
1.214999999999998437e+01 -2.991770013979558884e-01 -1.218499558518651771e+00
1.222499999999998188e+01 -2.988651825418036090e-01 -6.092477039542976147e-01
1.229999999999998295e+01 -2.985889471405530626e-01 -2.220691970594785756e-07
1.237499999999998401e+01 -2.986526052077613791e-01 -1.218466152668142621e+00
1.244999999999998153e+01 -2.986459050211458521e-01 -6.092533060430110892e-01
1.252499999999998082e+01 -2.989684868413208241e-01 -6.092579556220143466e-01
1.259999999999998188e+01 -2.993102989603747544e-01 -6.092467141044828338e-01
1.267499999999998295e+01 -2.991063773357605093e-01 -2.215210392014699270e+00
1.274999999999998224e+01 -2.987614842787245095e-01 -2.370162181224917436e-07
1.282499999999997975e+01 -2.988188420762861730e-01 -1.218484334653584078e+00
1.289999999999998082e+01 -2.988136261663657534e-01 -2.422243476287537218e-07
1.297499999999998188e+01 -2.991156703002437744e-01 -1.218514349621564463e+00
1.304999999999997939e+01 -2.994325300375317855e-01 -2.424576354253049431e-07
1.312499999999997868e+01 -2.992243463684775007e-01 -9.968280290900164431e-01
