# tau_total W_out Q_meas
7.500000000000000000e+00 -2.943717933370254558e-01 -6.092035976305224532e-01
7.574999999999999289e+00 -2.953557961675767896e-01 -1.218450938267380490e+00
7.649999999999999467e+00 -2.963995433240531607e-01 -1.605981448580210635e+00
7.724999999999999645e+00 -2.955373773635792123e-01 -1.218241300690231288e+00
7.799999999999998934e+00 -2.949358274374668243e-01 -1.218384104923146083e+00
7.874999999999998224e+00 -2.953104077970549746e-01 -4.264426967435482219e+00
7.949999999999998401e+00 -2.951162906293339772e-01 -5.400506147667312636e-06
8.024999999999998579e+00 -2.960851922100258271e-01 -3.874592272081380240e-01
8.099999999999997868e+00 -2.969396667200476791e-01 -1.606033506076486983e+00
8.174999999999997158e+00 -2.961231660476746352e-01 -5.652725691540909543e-06
8.249999999999996447e+00 -2.957253839673613660e-01 -1.605830511231692848e+00
8.324999999999997513e+00 -2.958644063471361774e-01 -9.967667549957226480e-01
8.399999999999996803e+00 -2.957396535138059335e-01 -5.949172862853310904e-06
8.474999999999996092e+00 -2.965019594684835669e-01 -1.218361590926916094e+00
8.549999999999997158e+00 -2.974633205357788412e-01 -2.602760341101570063e+00
8.624999999999996447e+00 -2.966868195618868054e-01 -1.605970549113749257e+00
8.699999999999995737e+00 -2.961268454188427102e-01 -1.827703657232167211e+00
8.774999999999995026e+00 -2.963350990626753001e-01 -2.215225956408415797e+00
8.849999999999994316e+00 -2.962576918515773539e-01 -6.092043533146976886e-01
8.924999999999995381e+00 -2.971271934339002607e-01 -2.215230999016356339e+00
8.999999999999994671e+00 -2.976745126076906223e-01 -9.967963417754084343e-01
9.074999999999993960e+00 -2.973713248174476576e-01 -1.384217307743528913e+00
9.149999999999995026e+00 -2.965892990130247764e-01 -1.218380746672159676e+00
9.224999999999994316e+00 -2.967228961554143618e-01 -1.218480455384457706e+00
9.299999999999993605e+00 -2.967492861114001679e-01 -1.218501668599541565e+00
9.374999999999992895e+00 -2.974097352459357246e-01 -1.218547546049485009e+00
9.449999999999992184e+00 -2.979558795133047111e-01 -1.218483620294594116e+00
9.524999999999993250e+00 -2.974185222867058442e-01 -1.827632524076625131e+00
9.599999999999992539e+00 -2.970376475406527605e-01 -1.218517124064913748e+00
9.674999999999991829e+00 -2.972182540495718062e-01 -9.968132130765141596e-01
9.749999999999992895e+00 -2.973241567236223348e-01 -1.606052192430792003e+00
9.824999999999992184e+00 -2.978113419044450261e-01 -1.606014806198226230e+00
9.899999999999991473e+00 -2.982256449044176083e-01 -1.218480621825390964e+00
9.974999999999990763e+00 -2.977643227348830690e-01 -6.092543268700106873e-01
1.004999999999999005e+01 -2.975278106392784672e-01 -1.384374925013991176e+00
1.012499999999999112e+01 -2.974738838507435812e-01 -1.827635255437920714e+00
1.019999999999999041e+01 -2.975161096452808573e-01 -2.436767352037402468e+00
1.027499999999998970e+01 -2.984149023455601180e-01 -2.602655657976074455e+00
1.034999999999999076e+01 -2.985836731118781673e-01 -9.968055102685057234e-01
1.042499999999999005e+01 -2.981119507985436901e-01 -1.606045335470113411e+00
1.049999999999998934e+01 -2.977061668450593501e-01 -2.215194733670641902e+00
1.057499999999998863e+01 -2.977757861717236221e-01 -1.218511372107467849e+00
1.064999999999998792e+01 -2.977688127367966731e-01 -1.218515573256242712e+00
1.072499999999998899e+01 -2.982206760923787892e-01 -1.218440505800992835e+00
1.079999999999998828e+01 -2.987066011838622748e-01 -1.827785399887449369e+00
1.087499999999998757e+01 -2.985376678985788290e-01 -2.215102439256699363e+00
1.094999999999998863e+01 -2.980258988020603184e-01 -1.606078717747771334e+00
1.102499999999998792e+01 -2.980569048620191897e-01 -3.046159804109445535e+00
1.109999999999998721e+01 -2.980528466411543898e-01 -1.218522726152843294e+00
1.117499999999998650e+01 -2.984907788032298281e-01 -6.091776346581639912e-01
1.124999999999998579e+01 -2.988587570161777007e-01 -1.827740801637757206e+00
1.132499999999998685e+01 -2.984836155411368930e-01 -2.436889014850629032e+00
1.139999999999998614e+01 -2.981908155592885024e-01 -1.827732872682910736e+00
1.147499999999998543e+01 -2.983395555898962215e-01 -2.215231643941054873e+00
1.154999999999998650e+01 -2.984739430061559284e-01 -3.212117100226973498e+00
1.162499999999998579e+01 -2.987577095091488166e-01 -1.605989398352300368e+00
1.169999999999998508e+01 -2.990469182771332557e-01 -1.218514814456935103e+00
1.177499999999998437e+01 -2.986914737772573547e-01 -6.092612633092189256e-01
1.184999999999998366e+01 -2.984862696224444001e-01 -1.606007781263087963e+00
1.192499999999998472e+01 -2.985976066219907521e-01 -4.042890656748497236e+00
1.199999999999998401e+01 -2.986119144939060055e-01 -2.824693927429836826e+00
1.207499999999998508e+01 -2.987971850411592634e-01 -2.436908132194402832e+00
1.214999999999998437e+01 -2.991821193947384883e-01 -1.218513503154238897e+00
1.222499999999998188e+01 -2.988604012679774158e-01 -1.827727910807728451e+00
1.229999999999998295e+01 -2.987649102882955487e-01 -3.821411721644996096e+00
1.237499999999998401e+01 -2.986710360451836355e-01 -1.827729900983181777e+00
1.244999999999998153e+01 -2.989965170160423513e-01 -2.381033845181565578e+00
1.252499999999998082e+01 -2.992091893398489688e-01 -1.993545176102131444e+00
1.259999999999998188e+01 -2.993139517661602689e-01 -1.218509478410818359e+00
1.267499999999998295e+01 -2.992462987678716768e-01 -3.599728961819924855e+00
1.274999999999998224e+01 -2.988034752908489411e-01 -2.437022621648007092e+00
1.282499999999997975e+01 -2.988472679079423600e-01 -6.092801905546377794e-01
1.289999999999998082e+01 -2.989260046414835559e-01 -3.212135849901592621e+00
1.297499999999998188e+01 -2.991489687042229173e-01 -4.264687388254147393e+00
1.304999999999997939e+01 -2.995181854353827777e-01 -1.993675733727345634e+00
1.312499999999997868e+01 -2.994956268789283893e-01 -3.986969875944844866e+00
1.319999999999997975e+01 -2.989392835436875950e-01 -1.827751710772485660e+00
1.327499999999998082e+01 -2.990195422508556966e-01 -2.437082085681465227e+00
1.334999999999998010e+01 -2.990339366066846472e-01 -1.993604244584162188e+00
1.342499999999997762e+01 -2.993435364942996779e-01 -3.821300875166659505e+00
1.349999999999997868e+01 -2.995873887305371408e-01 -1.605929540462593730e+00
1.357499999999997975e+01 -2.994376465179612312e-01 -2.990384438374253939e+00
1.364999999999997726e+01 -2.992202775070869070e-01 -2.602957369066363214e+00
1.372499999999997655e+01 -2.992216277559216486e-01 -2.824589481168197747e+00
1.379999999999997762e+01 -2.992854835464249241e-01 -4.818153364897884927e+00
1.387499999999997868e+01 -2.994037821327691917e-01 -1.827783643447892459e+00
1.394999999999997797e+01 -2.996625810608301022e-01 -1.606081569311772483e+00
1.402499999999997549e+01 -2.994600264075156781e-01 -2.824557074276557778e+00
1.409999999999997655e+01 -2.992614324254546654e-01 -5.483226907222254809e+00
1.417499999999997762e+01 -2.994839073152747444e-01 -4.208944597171930369e+00
1.424999999999997513e+01 -2.994077142878068809e-01 -2.990460220924892276e+00
