# tau_total W_out Q_meas
1.012499999999999112e+01 -2.998546317753536528e-01 -4.228937177823465041e-07
1.019999999999999041e+01 -3.001662622019978244e-01 -4.278931003837013964e-07
1.027499999999998970e+01 -2.998888677314986984e-01 -1.162663181707286997e+00
1.034999999999999076e+01 -3.001799194204169963e-01 -1.827780711569881866e+00
1.042499999999999005e+01 -2.999149376223115837e-01 -4.465781935462389239e-07
1.049999999999998934e+01 -3.001599181173304487e-01 -4.518962922695423604e-07
1.057499999999998863e+01 -2.999728556047053241e-01 -2.990497270034028432e+00
1.064999999999998792e+01 -3.001466849876557319e-01 -4.641530680386731379e-07
1.072499999999998899e+01 -2.999734027701421724e-01 -4.708596199803688140e-07
1.079999999999998828e+01 -3.001341280369309583e-01 -1.827821234961014785e+00
1.087499999999998757e+01 -3.000072701572520373e-01 -4.831463023150320019e-07
1.094999999999998863e+01 -3.001496378617911631e-01 -4.818301545066178804e+00
1.102499999999998792e+01 -3.000543316904112912e-01 -1.827807165803344347e+00
1.109999999999998721e+01 -3.001132373871121528e-01 -1.827811593887048280e+00
1.117499999999998650e+01 -3.000909369574458196e-01 -5.078812234563347735e-07
1.124999999999998579e+01 -3.001105559134700229e-01 -5.140977386086989769e-07
1.132499999999998685e+01 -3.001501127632115740e-01 -3.655642474469760206e+00
1.139999999999998614e+01 -3.001178772647153936e-01 -1.827818975709638583e+00
1.147499999999998543e+01 -3.001946766830130287e-01 -5.327434048233781801e-07
1.154999999999998650e+01 -3.001422944107335899e-01 -3.655636335112088187e+00
1.162499999999998579e+01 -3.002502945114997601e-01 -5.452364440788773445e-07
1.169999999999998508e+01 -3.001838052728600381e-01 -1.162698886543653165e+00
1.177499999999998437e+01 -3.003050940057008233e-01 -5.578000551825735773e-07
1.184999999999998366e+01 -3.001726691394672741e-01 -5.647252258251568308e-07
1.192499999999998472e+01 -3.003838969134771109e-01 -2.990518966794218247e+00
1.199999999999998401e+01 -3.002303392836676021e-01 -8.473920842036015699e+00
1.207499999999998508e+01 -3.004012650038596632e-01 -5.832546453472526975e-07
1.214999999999998437e+01 -3.002235123519945148e-01 -5.904974185196422767e-07
1.222499999999998188e+01 -3.004353901668983529e-01 -1.827816195748264816e+00
1.229999999999998295e+01 -3.002475090201031094e-01 -6.035891363053943505e-07
1.237499999999998401e+01 -3.004648552859343624e-01 -6.093326181695461231e-07
1.244999999999998153e+01 -3.002690005274857299e-01 -6.168382109097752999e-07
1.252499999999998082e+01 -3.004816374868326534e-01 -6.226541388729600526e-07
1.259999999999998188e+01 -3.002876479554963396e-01 -6.302454924772570889e-07
1.267499999999998295e+01 -3.004887289679629703e-01 -6.361704027369905964e-07
1.274999999999998224e+01 -3.003291492727367951e-01 -1.162700591876109968e+00
1.282499999999997975e+01 -3.004824367004300667e-01 -1.827797097636354229e+00
1.289999999999998082e+01 -3.003155691247938464e-01 -1.827815746489062754e+00
1.297499999999998188e+01 -3.004858357720947559e-01 -1.827798324409535491e+00
1.304999999999997939e+01 -3.003339728401163145e-01 -1.827821227295160833e+00
1.312499999999997868e+01 -3.004757371583279824e-01 -1.827821501931055082e+00
1.319999999999997975e+01 -3.003500727505561407e-01 -3.655631987705878938e+00
1.327499999999998082e+01 -3.004553531770035590e-01 -6.917815781041407666e-07
1.334999999999998010e+01 -3.003738416257862864e-01 -1.162696787636887219e+00
1.342499999999997762e+01 -3.004628269724034517e-01 -4.818333276945494070e+00
1.349999999999997868e+01 -3.003880371227438673e-01 -7.132569964346632992e-07
1.357499999999997975e+01 -3.004708589348337178e-01 -2.990514962814480704e+00
1.364999999999997726e+01 -3.004348295877035113e-01 -4.818335424323120897e+00
1.372499999999997655e+01 -3.004298302790928688e-01 -7.342795462237446287e-07
1.379999999999997762e+01 -3.004435595390511082e-01 -7.413066529609029648e-07
1.387499999999997868e+01 -3.004452298955340162e-01 -2.990519996168855332e+00
1.394999999999997797e+01 -3.004789541991990109e-01 -1.827809298933497528e+00
1.402499999999997549e+01 -3.004354385128991112e-01 -7.626575121211557305e-07
1.409999999999997655e+01 -3.005112533569800348e-01 -7.693794175346276888e-07
1.417499999999997762e+01 -3.004477057282382013e-01 -1.827825319686457561e+00
1.424999999999997513e+01 -3.005497077708153553e-01 -3.655620246108999716e+00
1.432499999999997442e+01 -3.004529829265565333e-01 -3.655626194515322780e+00
1.439999999999997549e+01 -3.006239229354461528e-01 -5.981023460617329590e+00
1.447499999999997655e+01 -3.004916792590127672e-01 -5.483455776835022277e+00
1.454999999999997584e+01 -3.006317562684654998e-01 -6.646121193421387296e+00
1.462499999999997335e+01 -3.004872601736359172e-01 -8.197403997281201872e-07
1.469999999999997442e+01 -3.006383323301348165e-01 -4.818303840338410637e+00
1.477499999999997549e+01 -3.005016101735584755e-01 -8.341989994844383263e-07
1.484999999999997300e+01 -3.006508759739361381e-01 -8.406342472918378744e-07
1.492499999999997229e+01 -3.005144901662326617e-01 -8.487742299964282089e-07
