# tau_total W_out Q_meas
7.500000000000000000e+00 -2.943739058132734954e-01 -2.416874354670357578e-09
7.574999999999999289e+00 -2.953009291072844489e-01 -2.359251793881800631e-09
7.649999999999999467e+00 -2.962869480913568054e-01 -2.158605656243258700e-09
7.724999999999999645e+00 -2.955264908098005350e-01 -2.414631877706336589e-09
7.799999999999998934e+00 -2.948859052410560677e-01 -2.515455806657456683e-09
7.874999999999998224e+00 -2.950891649289174579e-01 -2.393604765074735060e-09
7.949999999999998401e+00 -2.951126187627703956e-01 -2.564635261061718086e-09
8.024999999999998579e+00 -2.959319939115800935e-01 -2.508547228500647720e-09
8.099999999999997868e+00 -2.968053112806927629e-01 -2.305156739421252625e-09
8.174999999999997158e+00 -2.961319412926718408e-01 -6.092481112410726984e-01
8.249999999999996447e+00 -2.955870911359700370e-01 -6.091322063363259209e-01
8.324999999999997513e+00 -2.957199093656105449e-01 -2.546053023041051894e-09
8.399999999999996803e+00 -2.957429782400717855e-01 -6.092380091365197092e-01
8.474999999999996092e+00 -2.964649458583198394e-01 -2.668393818475658935e-09
8.549999999999997158e+00 -2.972435443993391990e-01 -6.092415437387379562e-01
8.624999999999996447e+00 -2.966252122515271594e-01 -2.723868351005122377e-09
8.699999999999995737e+00 -2.961018099232006762e-01 -2.827477762186225321e-09
8.774999999999995026e+00 -2.962559191441834772e-01 -2.708876383149637690e-09
8.849999999999994316e+00 -2.962656391552033197e-01 -2.886671372559648804e-09
8.924999999999995381e+00 -2.969191267355794084e-01 -2.833792800036247940e-09
8.999999999999994671e+00 -2.976179903492327528e-01 -2.632833685650589620e-09
9.074999999999993960e+00 -2.970559492458076933e-01 -2.891576882174062069e-09
9.149999999999995026e+00 -2.966389710354775389e-01 -3.875534754097085255e-01
9.224999999999994316e+00 -2.967152665303667280e-01 -2.881400455236143167e-09
9.299999999999993605e+00 -2.967205213300926347e-01 -3.055956700965103513e-09
9.374999999999992895e+00 -2.973093346526579639e-01 -3.008162182408732029e-09
9.449999999999992184e+00 -2.979386782500015318e-01 -6.092463094632033505e-01
9.524999999999993250e+00 -2.974270024224348052e-01 -3.069258524232921661e-09
9.599999999999992539e+00 -2.969915317550668732e-01 -3.178447079933953908e-09
9.674999999999991829e+00 -2.971119093494714036e-01 -3.062189166576521929e-09
9.749999999999992895e+00 -2.971456107053145335e-01 -3.874981465063060959e-01
9.824999999999992184e+00 -2.976470477447464846e-01 -3.190095753196511125e-09
9.899999999999991473e+00 -2.982200137480348623e-01 -6.092530831490254872e-01
9.974999999999990763e+00 -2.977571016511478819e-01 -6.092450916832320429e-01
1.004999999999999005e+01 -2.973493734684442558e-01 -3.366524893130121480e-09
1.012499999999999112e+01 -2.974567663704926757e-01 -3.249897933384650390e-09
1.019999999999999041e+01 -2.974623223951587958e-01 -6.092465668906223986e-01
1.027499999999998970e+01 -2.979412798231526605e-01 -3.383375668860819164e-09
1.034999999999999076e+01 -2.984621299694386609e-01 -3.184678064403231965e-09
1.042499999999999005e+01 -2.980317634400104776e-01 -6.092236285602461443e-01
1.049999999999998934e+01 -2.976621425893101192e-01 -3.560226089275776463e-09
1.057499999999998863e+01 -2.977584783890101505e-01 -3.445313241000341284e-09
1.064999999999998792e+01 -2.977557732778191024e-01 -3.632474448252285385e-09
1.072499999999998899e+01 -2.981991892531008492e-01 -3.581904191280852430e-09
1.079999999999998828e+01 -2.986755938180892800e-01 -3.385566222370277813e-09
1.087499999999998757e+01 -2.982768813858066581e-01 -3.652957693943166274e-09
1.094999999999998863e+01 -2.979371051369350543e-01 -3.761677574691178977e-09
1.102499999999998792e+01 -2.980254300379271415e-01 -6.092377393926373674e-01
1.109999999999998721e+01 -2.980311268576869566e-01 -6.092685516075138086e-01
1.117499999999998650e+01 -2.984265192611381678e-01 -3.788860536326548400e-09
1.124999999999998579e+01 -2.988639192139396217e-01 -3.593736023017902800e-09
1.132499999999998685e+01 -2.984948956237544193e-01 -3.865339935947505233e-09
1.139999999999998614e+01 -2.981801194323682180e-01 -3.974274279202964959e-09
1.147499999999998543e+01 -2.982587784970663902e-01 -3.864024940961934687e-09
1.154999999999998650e+01 -2.982577660075439452e-01 -6.092496321902142187e-01
1.162499999999998579e+01 -2.986279209250907174e-01 -4.003157160054710370e-09
1.169999999999998508e+01 -2.990309051465693813e-01 -3.817798042855258053e-09
1.177499999999998437e+01 -2.986883747156915403e-01 -4.081372027418107181e-09
1.184999999999998366e+01 -2.983959512090044175e-01 -4.195399330108469767e-09
1.192499999999998472e+01 -2.984905902680636824e-01 -6.091798236023158175e-01
1.199999999999998401e+01 -2.984612880014249070e-01 -4.276895467573882024e-09
1.207499999999998508e+01 -2.988071933136353664e-01 -4.229011927105292380e-09
1.214999999999998437e+01 -2.991796589218670421e-01 -4.039877636591005211e-09
1.222499999999998188e+01 -2.988608679197817253e-01 -4.311387435065363178e-09
1.229999999999998295e+01 -2.985885093874145468e-01 -4.429476598442858183e-09
1.237499999999998401e+01 -2.986538290344481483e-01 -4.320476860221310960e-09
1.244999999999998153e+01 -2.986556409003654489e-01 -6.092678467522766317e-01
1.252499999999998082e+01 -2.989674641773040209e-01 -4.462557621988720130e-09
1.259999999999998188e+01 -2.993127420522885274e-01 -4.277611085272817247e-09
1.267499999999998295e+01 -2.990153049718921041e-01 -4.550217523819220837e-09
1.274999999999998224e+01 -2.987807310378733927e-01 -6.092748999209511851e-01
1.282499999999997975e+01 -2.988208785408429380e-01 -4.559663883687269938e-09
1.289999999999998082e+01 -2.988135779419013316e-01 -4.753776569558478617e-09
1.297499999999998188e+01 -2.991113274694399138e-01 -4.707901977361145343e-09
1.304999999999997939e+01 -2.994260960137943295e-01 -1.218495386869274943e+00
1.312499999999997868e+01 -2.991541215104779328e-01 -4.795940627800947785e-09
1.319999999999997975e+01 -2.989161853687763992e-01 -4.909052844349505039e-09
1.327499999999998082e+01 -2.989712139467002316e-01 -4.809517458680672163e-09
1.334999999999998010e+01 -2.989635880966564629e-01 -4.996759755466304319e-09
1.342499999999997762e+01 -2.992409490585875576e-01 -4.957874317095495667e-09
1.349999999999997868e+01 -2.995400546736702863e-01 -4.776007085312987849e-09
1.357499999999997975e+01 -2.992793558204844828e-01 -5.049536099363813649e-09
1.364999999999997726e+01 -2.990562444067899062e-01 -5.170121193731577237e-09
1.372499999999997655e+01 -2.991069933254858482e-01 -5.066962796549753263e-09
1.379999999999997762e+01 -2.991582548744544656e-01 -3.875628949699308490e-01
1.387499999999997868e+01 -2.993581488270590230e-01 -5.218665632639396751e-09
1.394999999999997797e+01 -2.996375572898202222e-01 -5.036783349597259289e-09
1.402499999999997549e+01 -2.993924139212768010e-01 -6.092545468821960464e-01
1.409999999999997655e+01 -2.991883493026545882e-01 -6.092652584510658276e-01
1.417499999999997762e+01 -2.992300372987769519e-01 -5.330469217188633891e-09
1.424999999999997513e+01 -2.992220609338609449e-01 -5.526433673151749133e-09
1.432499999999997442e+01 -2.994999637403833459e-01 -1.218514078925881261e+00
1.439999999999997549e+01 -2.997260542762790747e-01 -5.305734704039408606e-09
1.447499999999997655e+01 -2.994990508633159632e-01 -1.218523913646335943e+00
1.454999999999997584e+01 -2.993318037353575045e-01 -3.875652204698338821e-01
1.462499999999997335e+01 -2.993424948525673646e-01 -6.092470457837818598e-01
1.469999999999997442e+01 -2.993338482828811209e-01 -5.798125254807296873e-09
1.477499999999997549e+01 -2.995612045648902155e-01 -5.763307324267080754e-09
1.484999999999997300e+01 -2.998066217053841909e-01 -5.581004713399222785e-09
1.492499999999997229e+01 -2.995928784464344519e-01 -6.092561861864499440e-01
