# total_time tau_hot tau_cold eta power W_out Q_hot Q_cold W_comp W_exp W_net
1.357500000000000000e+03 4.500000000000000000e+02 9.000000000000000000e+02 6.847565683605524312e-01 1.468736309462144929e-04 1.993809540094861887e-01 2.911705607831481801e-01 -1.373171627901804970e-01 -7.276378446104014852e-01 5.282568906009152965e-01 -1.993809540094861887e-01
1.360500000000000000e+03 4.510000000000000000e+02 9.020000000000000000e+02 6.847554167412172044e-01 1.470392058959817550e-04 2.000468396214831746e-01 2.921434934732102806e-01 -1.373287054630082660e-01 -7.282904555807652169e-01 5.282436159592820424e-01 -2.000468396214831746e-01
1.363500000000000000e+03 4.520000000000000000e+02 9.040000000000000000e+02 6.847566047433416569e-01 1.472013951710093751e-04 2.007091023156712950e-01 2.931101371280682155e-01 -1.373394862017960905e-01 -7.289387960645168363e-01 5.282296937488455413e-01 -2.007091023156712950e-01
1.366500000000000000e+03 4.530000000000000000e+02 9.060000000000000000e+02 6.847561401403461367e-01 1.473593863349784226e-04 2.013666014267480042e-01 2.940705305475265208e-01 -1.373506693152124480e-01 -7.295828940005310015e-01 5.282162925737829973e-01 -2.013666014267480042e-01
1.369500000000000000e+03 4.540000000000000000e+02 9.080000000000000000e+02 6.847566342331707911e-01 1.475137853448092262e-04 2.020201290297162222e-01 2.950247123285629769e-01 -1.373614913834649010e-01 -7.302227771455763738e-01 5.282026481158601516e-01 -2.020201290297162222e-01
1.372500000000000000e+03 4.550000000000000000e+02 9.100000000000000000e+02 6.847568675485470324e-01 1.476643739478137826e-04 2.026693532433744283e-01 2.959727209001022930e-01 -1.373723098741685411e-01 -7.308584730993005207e-01 5.281891198559260925e-01 -2.026693532433744283e-01
1.375500000000000000e+03 4.560000000000000000e+02 9.120000000000000000e+02 6.847566757599579113e-01 1.478111600834834953e-04 2.033142506948315553e-01 2.969145944713703633e-01 -1.373831744278143918e-01 -7.314900092694214262e-01 5.281757585745898709e-01 -2.033142506948315553e-01
1.378500000000000000e+03 4.570000000000000000e+02 9.140000000000000000e+02 6.847575806713588342e-01 1.479545153963154425e-04 2.039552994738208502e-01 2.978503710376690927e-01 -1.373936343330276755e-01 -7.321174128766284595e-01 5.281621134028076092e-01 -2.039552994738208502e-01
1.381500000000000000e+03 4.580000000000000000e+02 9.160000000000000000e+02 6.847566932521631511e-01 1.480938583688870297e-04 2.045916653366174343e-01 2.987800883915947558e-01 -1.374045478140012433e-01 -7.327407109632075866e-01 5.281490456265901523e-01 -2.045916653366174343e-01
1.384500000000000000e+03 4.590000000000000000e+02 9.180000000000000000e+02 6.847582472418319854e-01 1.482301465572146424e-04 2.052246379084636807e-01 2.997037841239548195e-01 -1.374146543315690194e-01 -7.333599303945229630e-01 5.281352924860592823e-01 -2.052246379084636807e-01
1.387500000000000000e+03 4.600000000000000000e+02 9.200000000000000000e+02 6.847567408339670925e-01 1.483622310400553330e-04 2.058525955680767794e-01 3.006214956239325886e-01 -1.374255973688242038e-01 -7.339750978599961506e-01 5.281225022919193712e-01 -2.058525955680767794e-01
1.390500000000000000e+03 4.610000000000000000e+02 9.220000000000000000e+02 6.847588914375845048e-01 1.484916079854370591e-04 2.064775809037502352e-01 3.015332600797204776e-01 -1.374353648887461088e-01 -7.345862398743725485e-01 5.281086589706223133e-01 -2.064775809037502352e-01
1.393500000000000000e+03 4.620000000000000000e+02 9.240000000000000000e+02 6.847567900940288999e-01 1.486166036809211848e-04 2.070972372293636843e-01 3.024391144787708652e-01 -1.374463335429884914e-01 -7.351933827786805153e-01 5.280961455493168311e-01 -2.070972372293636843e-01
1.396500000000000000e+03 4.630000000000000000e+02 9.260000000000000000e+02 6.847595151474085151e-01 1.487392280945638531e-04 2.077143320340584243e-01 3.033390956083956702e-01 -1.374557677015540991e-01 -7.357965527414598306e-01 5.280822207074014063e-01 -2.077143320340584243e-01
1.399500000000000000e+03 4.640000000000000000e+02 9.280000000000000000e+02 6.847568441270804884e-01 1.488573014214594759e-04 2.083257933393325434e-01 3.042332400560430750e-01 -1.374667575454488200e-01 -7.363957757597406895e-01 5.280699824204081461e-01 -2.083257933393325434e-01
1.402500000000000000e+03 4.650000000000000000e+02 9.300000000000000000e+02 6.847601172199588859e-01 1.489733274652870355e-04 2.089350917700650845e-01 3.051215842101254738e-01 -1.374758654832437810e-01 -7.369910776603493252e-01 5.280559858902842407e-01 -2.089350917700650845e-01
1.405500000000000000e+03 4.660000000000000000e+02 9.320000000000000000e+02 6.847569038250000961e-01 1.490846418187805609e-04 2.095384640762960604e-01 3.060041642600901390e-01 -1.374868713403660236e-01 -7.375824841007432298e-01 5.280440200244471693e-01 -2.095384640762960604e-01
1.408500000000000000e+03 4.670000000000000000e+02 9.340000000000000000e+02 6.847606970925623759e-01 1.491942197910478107e-04 2.101400585756908468e-01 3.068810161972325146e-01 -1.374956608722251172e-01 -7.381700205702890205e-01 5.280299619945981737e-01 -2.101400585756908468e-01
1.411500000000000000e+03 4.680000000000000000e+02 9.360000000000000000e+02 6.847569700973068496e-01 1.492989354954994176e-04 2.107354474518974286e-01 3.077521758149479592e-01 -1.375066769781034259e-01 -7.387537123911624981e-01 5.280182649392650696e-01 -2.107354474518974286e-01
1.414500000000000000e+03 4.690000000000000000e+02 9.380000000000000000e+02 6.847612545087972125e-01 1.494022119736487884e-04 2.113294288367262297e-01 3.086176787095235019e-01 -1.375151565066740911e-01 -7.393335847195963151e-01 5.280041558828700854e-01 -2.113294288367262297e-01
1.417500000000000000e+03 4.700000000000000000e+02 9.400000000000000000e+02 6.847570436309721176e-01 1.495004862417551679e-04 2.119169392476879521e-01 3.094775602803346848e-01 -1.375261766625294479e-01 -7.399096625467134203e-01 5.279927232990254682e-01 -2.119169392476879521e-01
1.420500000000000000e+03 4.710000000000000000e+02 9.420000000000000000e+02 6.847617895388143916e-01 1.495976042808368873e-04 2.125033968809287854e-01 3.103318557305152492e-01 -1.375343550087411715e-01 -7.404819706996892403e-01 5.279785738187604549e-01 -2.125033968809287854e-01
1.423500000000000000e+03 4.720000000000000000e+02 9.440000000000000000e+02 6.847571257926137189e-01 1.496895913654812925e-04 2.130831333087626067e-01 3.111806000735174438e-01 -1.375453724663595612e-01 -7.410505338469097758e-01 5.279674005381471691e-01 -2.130831333087626067e-01
1.426500000000000000e+03 4.730000000000000000e+02 9.460000000000000000e+02 6.847623003890854765e-01 1.497806900358755993e-04 2.136621543361765241e-01 3.120238281441203299e-01 -1.375532596573222355e-01 -7.416153765062517556e-01 5.279532221700752315e-01 -2.136621543361765241e-01
1.429500000000000000e+03 4.740000000000000000e+02 9.480000000000000000e+02 6.847572167766116102e-01 1.498665414743916013e-04 2.142342210376427802e-01 3.128615745681617710e-01 -1.375642668972714422e-01 -7.421765230248055234e-01 5.279423019871627432e-01 -2.142342210376427802e-01
1.432500000000000000e+03 4.750000000000000000e+02 9.500000000000000000e+02 6.847627878068442975e-01 1.499517567367183470e-04 2.148058915253490131e-01 3.136938737768278918e-01 -1.375718730186640260e-01 -7.427339975893991753e-01 5.279281060640501622e-01 -2.148058915253490131e-01
1.435500000000000000e+03 4.760000000000000000e+02 9.520000000000000000e+02 6.847573180890172972e-01 1.500316211123988862e-04 2.153703921068486071e-01 3.145207600086587507e-01 -1.375828621224769455e-01 -7.432878242285780868e-01 5.279174321217294796e-01 -2.153703921068486071e-01
1.438500000000000000e+03 4.770000000000000000e+02 9.540000000000000000e+02 6.847632546370814310e-01 1.501110860534127678e-04 2.159347972878342681e-01 3.153422673100031437e-01 -1.375901970587365963e-01 -7.438380268135180717e-01 5.279032295256838037e-01 -2.159347972878342681e-01
1.441500000000000000e+03 4.780000000000000000e+02 9.560000000000000000e+02 6.847574294817985185e-01 1.501851082330100918e-04 2.164918335178840358e-01 3.161584295357230401e-01 -1.376011609196185481e-01 -7.443846290591322745e-01 5.278927955412482387e-01 -2.164918335178840358e-01
1.444500000000000000e+03 4.790000000000000000e+02 9.580000000000000000e+02 6.847636954652118746e-01 1.502589517211731806e-04 2.170490557612346771e-01 3.169692803497369815e-01 -1.376082363973924472e-01 -7.449276545249863268e-01 5.278785987637516497e-01 -2.170490557612346771e-01
1.447500000000000000e+03 4.800000000000000000e+02 9.600000000000000000e+02 6.847575470959873511e-01 1.503272739368689153e-04 2.175987290236177651e-01 3.177748532257000380e-01 -1.376191672747742456e-01 -7.454671266163703791e-01 5.278683975927526140e-01 -2.175987290236177651e-01
1.450500000000000000e+03 4.810000000000000000e+02 9.620000000000000000e+02 6.847641148748615514e-01 1.503956236780694747e-04 2.181488521450397622e-01 3.185751814475642485e-01 -1.376259925645595128e-01 -7.460030685852246934e-01 5.278542164401849313e-01 -2.181488521450397622e-01
1.453500000000000000e+03 4.820000000000000000e+02 9.640000000000000000e+02 6.847576830069952436e-01 1.504583868973393226e-04 2.186912653552827157e-01 3.193702981103296867e-01 -1.376368801751333970e-01 -7.465355035312203347e-01 5.278442381759376190e-01 -2.186912653552827157e-01
1.456500000000000000e+03 4.830000000000000000e+02 9.660000000000000000e+02 6.847645134964343017e-01 1.505213651409808510e-04 2.192343683278386024e-01 3.201602361203260694e-01 -1.376434683730194952e-01 -7.470644544024667155e-01 5.278300860746281131e-01 -2.192343683278386024e-01
1.459500000000000000e+03 4.840000000000000000e+02 9.680000000000000000e+02 6.847578194122172501e-01 1.505787034319793394e-04 2.197696176589738482e-01 3.209450281964210117e-01 -1.376543081544346347e-01 -7.475899439968864968e-01 5.278203263379126486e-01 -2.197696176589738482e-01
1.462500000000000000e+03 4.850000000000000000e+02 9.700000000000000000e+02 6.847648762993081561e-01 1.506364301554219691e-04 2.203057791023046441e-01 3.217247068700553880e-01 -1.376606717059653817e-01 -7.481119949627580423e-01 5.278062158604533982e-01 -2.203057791023046441e-01
1.465500000000000000e+03 4.860000000000000000e+02 9.720000000000000000e+02 6.847579730679557164e-01 1.506884817849591816e-04 2.208339700558576979e-01 3.224993044862903835e-01 -1.376714487789890695e-01 -7.486306297999343329e-01 5.277966597440766350e-01 -2.208339700558576979e-01
1.468500000000000000e+03 4.870000000000000000e+02 9.740000000000000000e+02 6.847652312364732596e-01 1.507410766196132950e-04 2.213632710159021411e-01 3.232688532041687601e-01 -1.376775967080449692e-01 -7.491458708605833738e-01 5.277825998446812328e-01 -2.213632710159021411e-01
1.471500000000000000e+03 4.880000000000000000e+02 9.760000000000000000e+02 6.847581406769952528e-01 1.507879702536564894e-04 2.218844982282555112e-01 3.240333849976378966e-01 -1.376883060394173408e-01 -7.496577403503059678e-01 5.277732421220504566e-01 -2.218844982282555112e-01
1.474500000000000000e+03 4.890000000000000000e+02 9.780000000000000000e+02 6.847544871054220827e-01 1.508272925854642907e-04 2.223948429172670771e-01 3.247804097748512309e-01 -1.376939018891692457e-01 -7.501536574141877134e-01 5.277588144969206363e-01 -2.223948429172670771e-01
1.477500000000000000e+03 4.900000000000000000e+02 9.800000000000000000e+02 6.847583136019231853e-01 1.508774105428878245e-04 2.229213740771167629e-01 3.255475247967704044e-01 -1.377048857204599686e-01 -7.506714527199234155e-01 5.277500786428066526e-01 -2.229213740771167629e-01
1.480500000000000000e+03 4.910000000000000000e+02 9.820000000000000000e+02 6.847658636309152946e-01 1.509200818111117301e-04 2.234371811213509140e-01 3.262971958569801378e-01 -1.377106415899322922e-01 -7.511733393046116092e-01 5.277361581832606952e-01 -2.234371811213509140e-01
1.483500000000000000e+03 4.920000000000000000e+02 9.840000000000000000e+02 6.847585025196222253e-01 1.509570433454514803e-04 2.239447738029772816e-01 3.270419760820129085e-01 -1.377211873858154856e-01 -7.516719417151951355e-01 5.277271679122178538e-01 -2.239447738029772816e-01
1.486500000000000000e+03 4.930000000000000000e+02 9.860000000000000000e+02 6.847661431135438903e-01 1.509949176409680930e-04 2.244539450732990771e-01 3.277818965358534897e-01 -1.377267672046225966e-01 -7.521672814421250797e-01 5.277133363688260026e-01 -2.244539450732990771e-01
1.489500000000000000e+03 4.940000000000000000e+02 9.880000000000000000e+02 6.847586992859434618e-01 1.510271000108128663e-04 2.249548654661057689e-01 3.285169881020649774e-01 -1.377372167381875068e-01 -7.526593798352135822e-01 5.277045143691078133e-01 -2.249548654661057689e-01
1.492500000000000000e+03 4.950000000000000000e+02 9.900000000000000000e+02 6.847664058982637636e-01 1.510602864948819703e-04 2.254574775936113440e-01 3.292472814840565198e-01 -1.377426300095262457e-01 -7.531482581042663327e-01 5.276907805106549887e-01 -2.254574775936113440e-01
1.495500000000000000e+03 4.960000000000000000e+02 9.920000000000000000e+02 6.847589041641161112e-01 1.510878086702791760e-04 2.259518178664025045e-01 3.299728072060946205e-01 -1.377529767842786967e-01 -7.536339373201620395e-01 5.276821194537595350e-01 -2.259518178664025045e-01
1.498500000000000000e+03 4.970000000000000000e+02 9.940000000000000000e+02 6.847666491990389570e-01 1.511164133334315222e-04 2.264479453801471198e-01 3.306935956139508415e-01 -1.377582341398420063e-01 -7.541164384157359457e-01 5.276684930355888259e-01 -2.264479453801471198e-01
1.501500000000000000e+03 4.980000000000000000e+02 9.960000000000000000e+02 6.847591228115754713e-01 1.511393936919518187e-04 2.269357996284656620e-01 3.314096768753986844e-01 -1.377684687659402329e-01 -7.545957821864868187e-01 5.276599825580211567e-01 -2.269357996284656620e-01
1.504500000000000000e+03 4.990000000000000000e+02 9.980000000000000000e+02 6.847668690532902058e-01 1.511635179594976149e-04 2.274255127700641754e-01 3.321210809811614428e-01 -1.377735841541785078e-01 -7.550719892916175624e-01 5.276464765215533870e-01 -2.274255127700641754e-01
1.507500000000000000e+03 5.000000000000000000e+02 1.000000000000000000e+03 6.847593538839891192e-01 1.511820730541919313e-04 2.279069751291943335e-01 3.328278377454716441e-01 -1.377836962382071317e-01 -7.555450802548439038e-01 5.276381051256495702e-01 -2.279069751291943335e-01
1.510500000000000000e+03 5.010000000000000000e+02 1.002000000000000000e+03 6.847670698123413668e-01 1.512018172211691857e-04 2.283903449125760377e-01 3.335299768068079040e-01 -1.377886818781955125e-01 -7.560150754652177341e-01 5.276247305526416964e-01 -2.283903449125760377e-01
1.513500000000000000e+03 5.020000000000000000e+02 1.004000000000000000e+03 6.847595933583866534e-01 1.512160594041162529e-04 2.288655059081299292e-01 3.342275276285866514e-01 -1.377986636735750170e-01 -7.564819951780094032e-01 5.276164892698794739e-01 -2.288655059081299292e-01
1.516500000000000000e+03 5.030000000000000000e+02 1.006000000000000000e+03 6.847672505187553105e-01 1.512315221102381708e-04 2.293426032801761938e-01 3.349205194997780799e-01 -1.378035308989020991e-01 -7.569458595154447966e-01 5.276032562352686028e-01 -2.293426032801761938e-01
1.519500000000000000e+03 5.040000000000000000e+02 1.008000000000000000e+03 6.847598434544127644e-01 1.512415621312193507e-04 2.298115536583877905e-01 3.356089815358561657e-01 -1.378133734872495908e-01 -7.574066884677896905e-01 5.275951348094019000e-01 -2.298115536583877905e-01
1.522500000000000000e+03 5.050000000000000000e+02 1.010000000000000000e+03 6.847674127076819328e-01 1.512528395863886881e-04 2.302824482702767739e-01 3.362929426791827492e-01 -1.378181339791720306e-01 -7.578645018938534594e-01 5.275820536235766856e-01 -2.302824482702767739e-01
1.525500000000000000e+03 5.060000000000000000e+02 1.012000000000000000e+03 6.847601029407047735e-01 1.512587853287513371e-04 2.307452770190101532e-01 3.369724316999102576e-01 -1.378278292529038496e-01 -7.583193195220134797e-01 5.275740425030033265e-01 -2.307452770190101532e-01
1.528500000000000000e+03 5.070000000000000000e+02 1.014000000000000000e+03 6.847675569204499935e-01 1.512659719084882154e-04 2.312100380621242568e-01 3.376474771993091539e-01 -1.378324942134380449e-01 -7.587711609528360324e-01 5.275611228907117756e-01 -2.312100380621242568e-01
1.531500000000000000e+03 5.080000000000000000e+02 1.016000000000000000e+03 6.847603777417434756e-01 1.512679302512541881e-04 2.316668351797958048e-01 3.383181076332203441e-01 -1.378420321396826020e-01 -7.592200456755093807e-01 5.275532104957135759e-01 -2.316668351797958048e-01
1.534500000000000000e+03 5.090000000000000000e+02 1.018000000000000000e+03 6.847677128433949933e-01 1.512711234351522317e-04 2.321255389112411027e-01 3.389843512734773689e-01 -1.378466048281206391e-01 -7.596659930416103101e-01 5.275404541303692074e-01 -2.321255389112411027e-01
1.537500000000000000e+03 5.100000000000000000e+02 1.020000000000000000e+03 6.847606240678125733e-01 1.512691828779407280e-04 2.325763686748338888e-01 3.396462362178722660e-01 -1.378560001532566359e-01 -7.601090222722954870e-01 5.275326535974615982e-01 -2.325763686748338888e-01
1.540500000000000000e+03 5.110000000000000000e+02 1.022000000000000000e+03 6.847678299598876084e-01 1.512684765185836819e-04 2.330290880768781658e-01 3.403037903964158950e-01 -1.378604861518953617e-01 -7.605491524628820166e-01 5.275200643860038507e-01 -2.330290880768781658e-01
1.543500000000000000e+03 5.120000000000000000e+02 1.024000000000000000e+03 6.847609275820304431e-01 1.512627535164233190e-04 2.334740600525994081e-01 3.409570415721924208e-01 -1.378697074480219609e-01 -7.609864025837624890e-01 5.275123425311630809e-01 -2.334740600525994081e-01
1.546500000000000000e+03 5.130000000000000000e+02 1.026000000000000000e+03 6.847678832370673874e-01 1.512582149346227063e-04 2.339208293963940255e-01 3.416060173420989443e-01 -1.378741500841339507e-01 -7.614207914811715883e-01 5.274999620847775628e-01 -2.339208293963940255e-01
1.549500000000000000e+03 5.140000000000000000e+02 1.028000000000000000e+03 6.847612191688834393e-01 1.512488141347780252e-04 2.343600375018385362e-01 3.422507451375368381e-01 -1.378831806382325442e-01 -7.618523378779816779e-01 5.274923003761431417e-01 -2.343600375018385362e-01
1.552500000000000000e+03 5.150000000000000000e+02 1.030000000000000000e+03 6.847679786380126421e-01 1.512405472972187977e-04 2.348009496789321693e-01 3.428912522252365314e-01 -1.378875637815978605e-01 -7.622810603745127089e-01 5.274801106955805396e-01 -2.348009496789321693e-01
1.555500000000000000e+03 5.160000000000000000e+02 1.032000000000000000e+03 6.847615326198135399e-01 1.512275553785304984e-04 2.352344623913041888e-01 3.435275657079129852e-01 -1.378964113844535766e-01 -7.627069774492798437e-01 5.274725150579756550e-01 -2.352344623913041888e-01
1.558500000000000000e+03 5.170000000000000000e+02 1.034000000000000000e+03 6.847680245361380535e-01 1.512156345658371677e-04 2.356695664708572391e-01 3.441597125252742750e-01 -1.379007617740333203e-01 -7.631301074599434742e-01 5.274605409890862351e-01 -2.356695664708572391e-01
1.561500000000000000e+03 5.180000000000000000e+02 1.036000000000000000e+03 6.847618213089422534e-01 1.511991461662405155e-04 2.360974667385845605e-01 3.447877194544481938e-01 -1.379094188645008934e-01 -7.635504686438773225e-01 5.274530019052927621e-01 -2.360974667385845605e-01
1.564500000000000000e+03 5.190000000000000000e+02 1.038000000000000000e+03 6.847680904926420897e-01 1.511836693792528925e-04 2.365268507438411660e-01 3.454116131107640708e-01 -1.379137234355578001e-01 -7.639680791189189524e-01 5.274412283750777863e-01 -2.365268507438411660e-01
1.567500000000000000e+03 5.200000000000000000e+02 1.040000000000000000e+03 6.847621308590510214e-01 1.511637719096729836e-04 2.369492124684123846e-01 3.460314199489299414e-01 -1.379221905975165918e-01 -7.643829568845080802e-01 5.274337444160956956e-01 -2.369492124684123846e-01
1.570500000000000000e+03 5.210000000000000000e+02 1.042000000000000000e+03 6.847681290598807147e-01 1.511448146997166535e-04 2.373729314859049921e-01 3.466471662631184225e-01 -1.379264682978479373e-01 -7.647951198219034019e-01 5.274221883359984098e-01 -2.373729314859049921e-01
1.573500000000000000e+03 5.220000000000000000e+02 1.044000000000000000e+03 6.847624424761099560e-01 1.511215999998065038e-04 2.377898375996955194e-01 3.472588781882434139e-01 -1.379347362104749730e-01 -7.652045856953533232e-01 5.274147480956578038e-01 -2.377898375996955194e-01
1.576500000000000000e+03 5.230000000000000000e+02 1.046000000000000000e+03 6.847681429403612574e-01 1.510992408131993218e-04 2.382079531420087104e-01 3.478665817004209515e-01 -1.379389986895909193e-01 -7.656113721526327520e-01 5.274034190106240416e-01 -2.382079531420087104e-01
1.579500000000000000e+03 5.240000000000000000e+02 1.048000000000000000e+03 6.847627612918144591e-01 1.510727993978205690e-04 2.386194866488575705e-01 3.484703026179440388e-01 -1.379470570835802379e-01 -7.660154967259511505e-01 5.273960100770935799e-01 -2.386194866488575705e-01
1.582500000000000000e+03 5.250000000000000000e+02 1.050000000000000000e+03 6.847681894026764748e-01 1.510471263722872471e-04 2.390320774841445672e-01 3.490700666055360224e-01 -1.379512978834276926e-01 -7.664169768350814760e-01 5.273848993509369087e-01 -2.390320774841445672e-01
1.585500000000000000e+03 5.260000000000000000e+02 1.052000000000000000e+03 6.847631129348082935e-01 1.510175399610399723e-04 2.394383096082288720e-01 3.496658991779310055e-01 -1.379591473993194706e-01 -7.668158297900615761e-01 5.273775201818327041e-01 -2.394383096082288720e-01
1.588500000000000000e+03 5.270000000000000000e+02 1.054000000000000000e+03 6.847681664031647353e-01 1.509886113090133501e-04 2.398454090643676873e-01 3.502578256874693818e-01 -1.379634046070443709e-01 -7.672120727828725117e-01 5.273666637185048245e-01 -2.398454090643676873e-01
1.591500000000000000e+03 5.280000000000000000e+02 1.056000000000000000e+03 6.847634129041566542e-01 1.509559637174622850e-04 2.402464162563412442e-01 3.508458713315740218e-01 -1.379710398050391362e-01 -7.676057228927894993e-01 5.273593066364482551e-01 -2.402464162563412442e-01
1.594500000000000000e+03 5.290000000000000000e+02 1.058000000000000000e+03 6.847681912473019272e-01 1.509238804178015614e-04 2.406481273261845688e-01 3.514300611537536367e-01 -1.379752810459198842e-01 -7.679967970872703109e-01 5.273486697610857421e-01 -2.406481273261845688e-01
1.597500000000000000e+03 5.300000000000000000e+02 1.060000000000000000e+03 6.847637406937161497e-01 1.508882453788649416e-04 2.410439719927367497e-01 3.520104200443520126e-01 -1.379827096581208168e-01 -7.683853122226856902e-01 5.273413402299489405e-01 -2.410439719927367497e-01
1.600500000000000000e+03 5.310000000000000000e+02 1.062000000000000000e+03 6.847681823596873940e-01 1.508530711951310628e-04 2.414403404478072668e-01 3.525869727413622479e-01 -1.379869588729565888e-01 -7.687712850450794111e-01 5.273309445972721443e-01 -2.414403404478072668e-01
1.603500000000000000e+03 5.320000000000000000e+02 1.064000000000000000e+03 6.847640697155751299e-01 1.508145328628195526e-04 2.418311034455311592e-01 3.531597438311542270e-01 -1.379941693547886150e-01 -7.691547321908205337e-01 5.273236287452893745e-01 -2.418311034455311592e-01
1.606500000000000000e+03 5.330000000000000000e+02 1.066000000000000000e+03 6.847681368614862985e-01 1.507763351374054111e-04 2.422221823982417810e-01 3.537287577491913249e-01 -1.379984423106414559e-01 -7.695356701873425909e-01 5.273134877891008099e-01 -2.422221823982417810e-01
1.609500000000000000e+03 5.340000000000000000e+02 1.068000000000000000e+03 6.847644277128807078e-01 1.507349827323854015e-04 2.426079547077742982e-01 3.542940387807337332e-01 -1.380054121644968268e-01 -7.699141154537728626e-01 5.273061607459985645e-01 -2.426079547077742982e-01
1.612500000000000000e+03 5.350000000000000000e+02 1.070000000000000000e+03 6.847681174904350909e-01 1.506938348946466920e-04 2.429938087676177805e-01 3.548556110616700177e-01 -1.380097123085233246e-01 -7.702900843016982080e-01 5.272962755340804275e-01 -2.429938087676177805e-01
1.615500000000000000e+03 5.360000000000000000e+02 1.072000000000000000e+03 6.847647330760860962e-01 1.506497242254785113e-04 2.433746294862605408e-01 3.554134985792536394e-01 -1.380164700429804825e-01 -7.706635929358369719e-01 5.272889634495764311e-01 -2.433746294862605408e-01
1.618500000000000000e+03 5.370000000000000000e+02 1.074000000000000000e+03 6.847681152567909324e-01 1.506057140925425291e-04 2.437553482587800913e-01 3.559677251727335623e-01 -1.380207750221264518e-01 -7.710346574546710352e-01 5.272793091958909439e-01 -2.437553482587800913e-01
1.621500000000000000e+03 5.380000000000000000e+02 1.076000000000000000e+03 6.847650638175438731e-01 1.505589185347666842e-04 2.441312864041241815e-01 3.565183145341846993e-01 -1.380273184308629941e-01 -7.714032938511382609e-01 5.272720074470140794e-01 -2.441312864041241815e-01
1.624500000000000000e+03 5.390000000000000000e+02 1.078000000000000000e+03 6.847680551532872029e-01 1.505120987006823639e-04 2.445069043392584796e-01 3.570652902091423497e-01 -1.380316601802212551e-01 -7.717695180132851940e-01 5.272626136740267144e-01 -2.445069043392584796e-01
1.627500000000000000e+03 5.400000000000000000e+02 1.080000000000000000e+03 6.847653868191391213e-01 1.504626992782544389e-04 2.448780430753590975e-01 3.576086755974371423e-01 -1.380379721075633559e-01 -7.721333457249758281e-01 5.272553026496167305e-01 -2.448780430753590975e-01
1.630500000000000000e+03 5.410000000000000000e+02 1.082000000000000000e+03 6.847680442334447282e-01 1.504131516405473256e-04 2.452486437499123983e-01 3.581484939538220336e-01 -1.380423326665087824e-01 -7.724947926664635922e-01 5.272461489165511939e-01 -2.452486437499123983e-01
1.633500000000000000e+03 5.420000000000000000e+02 1.084000000000000000e+03 6.847657122268654417e-01 1.503612065446910786e-04 2.456150308907528723e-01 3.586847683888992333e-01 -1.380484304693797848e-01 -7.728538744152292361e-01 5.272388435244763638e-01 -2.456150308907528723e-01
1.636500000000000000e+03 5.430000000000000000e+02 1.086000000000000000e+03 6.847680029143636826e-01 1.503089917929437906e-04 2.459806650691525043e-01 3.592175218793255409e-01 -1.380528238649928741e-01 -7.732106064530990253e-01 5.272299413839465210e-01 -2.459806650691525043e-01
1.639500000000000000e+03 5.440000000000000000e+02 1.088000000000000000e+03 6.847660367445389529e-01 1.502545745010144167e-04 2.463423748944131297e-01 3.597467772577547240e-01 -1.380586976764033580e-01 -7.735650041595074633e-01 5.272226292650943336e-01 -2.463423748944131297e-01
1.642500000000000000e+03 5.450000000000000000e+02 1.090000000000000000e+03 6.847679595135598429e-01 1.501997588246471911e-04 2.467031038694830203e-01 3.602725572100862750e-01 -1.380631266343070596e-01 -7.739170828097372556e-01 5.272139789402542354e-01 -2.467031038694830203e-01
1.645500000000000000e+03 5.460000000000000000e+02 1.092000000000000000e+03 6.847663455522291498e-01 1.501429318767104272e-04 2.470601944031269870e-01 3.607948842811273815e-01 -1.380687820323993620e-01 -7.742668575789438679e-01 5.272066631758168809e-01 -2.470601944031269870e-01
1.648500000000000000e+03 5.470000000000000000e+02 1.094000000000000000e+03 6.847678921359762194e-01 1.500855784833438522e-04 2.474160761297923283e-01 3.613137808754944280e-01 -1.380732518155319832e-01 -7.746143435429488910e-01 5.271982674131565627e-01 -2.474160761297923283e-01
1.651500000000000000e+03 5.480000000000000000e+02 1.096000000000000000e+03 6.847666704051161846e-01 1.500264147532601817e-04 2.477686239650092048e-01 3.618292692581347447e-01 -1.380786750374826122e-01 -7.749595556786805783e-01 5.271909317136713735e-01 -2.477686239650092048e-01
1.654500000000000000e+03 5.490000000000000000e+02 1.098000000000000000e+03 6.847678693162460029e-01 1.499665935116220583e-04 2.481197289649786919e-01 3.623413715551973002e-01 -1.380831775721931831e-01 -7.753025088649415641e-01 5.271827798999628722e-01 -2.481197289649786919e-01
1.657500000000000000e+03 5.500000000000000000e+02 1.100000000000000000e+03 6.847669858800835563e-01 1.499051438811239024e-04 2.484677759829628796e-01 3.628501097546699694e-01 -1.380883887656098874e-01 -7.756432178829699708e-01 5.271754419000070913e-01 -2.484677759829628796e-01
1.660500000000000000e+03 5.510000000000000000e+02 1.102000000000000000e+03 6.847678240296546370e-01 1.498429141778109179e-04 2.488141589922550079e-01 3.633555057071137240e-01 -1.380929309803937133e-01 -7.759816974170503645e-01 5.271675384247953566e-01 -2.488141589922550079e-01
1.663500000000000000e+03 5.520000000000000000e+02 1.104000000000000000e+03 6.847673148449783254e-01 1.497792478592712784e-04 2.491577788138977789e-01 3.638575811263766169e-01 -1.380979178095511906e-01 -7.763179620551399207e-01 5.271601832412421418e-01 -2.491577788138977789e-01
