# total_time tau_hot tau_cold eta power W_out Q_hot Q_cold W_comp W_exp W_net
1.192500000000000000e+03 3.950000000000000000e+02 7.900000000000000000e+02 -1.805372367736114869e+00 -8.727740646231629026e-05 -1.040783072063121706e-01 5.764921911196822790e-02 -2.263183058328976927e-01 -5.122461766334280853e-01 6.163244838397402559e-01 1.040783072063121706e-01
1.195500000000000000e+03 3.960000000000000000e+02 7.920000000000000000e+02 -1.209023981919541413e+00 -5.943728609727234478e-05 -7.105727552928908786e-02 5.877242849763242294e-02 -1.941845072518514070e-01 -5.129471883806882015e-01 5.840044639099772894e-01 7.105727552928908786e-02
1.198500000000000000e+03 3.970000000000000000e+02 7.940000000000000000e+02 -1.715547223361669316e+00 -8.572531346332502270e-05 -1.027417881857950466e-01 5.988863890582343807e-02 -2.263947958819860495e-01 -5.136436129208277190e-01 6.163854011066227656e-01 1.027417881857950466e-01
1.201500000000000000e+03 3.980000000000000000e+02 7.960000000000000000e+02 -1.142097850151215788e+00 -5.798215414271752600e-05 -6.966555820247510855e-02 6.099788927301742769e-02 -1.941927521899482201e-01 -5.143354802629181988e-01 5.840010384653933073e-01 6.966555820247510855e-02
1.204500000000000000e+03 3.990000000000000000e+02 7.980000000000000000e+02 -1.632178579964582266e+00 -8.414997616406540300e-05 -1.013586462896167717e-01 6.210021840368486201e-02 -2.264075231489616202e-01 -5.150228202184643500e-01 6.163814665080811217e-01 1.013586462896167717e-01
1.207500000000000000e+03 4.000000000000000000e+02 8.000000000000000000e+02 -1.081659539467954900e+00 -5.660968436160133049e-05 -6.835619386663360775e-02 6.319566496890190177e-02 -1.942657250936053737e-01 -5.157056624026622460e-01 5.840618562692958537e-01 6.835619386663360775e-02
1.210500000000000000e+03 4.010000000000000000e+02 8.020000000000000000e+02 -1.554461291999031047e+00 -8.255052087932362862e-05 -9.992740552442125335e-02 6.428426750717929072e-02 -2.263551777598740156e-01 -5.163840362370234471e-01 6.163114417614447005e-01 9.992740552442125335e-02
1.213500000000000000e+03 4.020000000000000000e+02 8.040000000000000000e+02 -1.026934289214017637e+00 -5.531656612031583809e-05 -6.712665298700326577e-02 6.536606450095247545e-02 -1.944011179622242569e-01 -5.170579709995364315e-01 5.841846239865396972e-01 6.712665298700326577e-02
1.216500000000000000e+03 4.030000000000000000e+02 8.060000000000000000e+02 -1.481769118918239370e+00 -8.092919171298061144e-05 -9.845036171884091747e-02 6.644109427163273629e-02 -2.262402027203811727e-01 -5.177274957606337047e-01 6.161778574794746222e-01 9.845036171884091747e-02
1.219500000000000000e+03 4.040000000000000000e+02 8.080000000000000000e+02 -9.772936673052360357e-01 -5.410127444538625319e-05 -6.597650418614853240e-02 6.750939496832146502e-02 -1.945987073458380900e-01 -5.183926393780782238e-01 5.843691435642267562e-01 6.597650418614853240e-02
1.222500000000000000e+03 4.050000000000000000e+02 8.100000000000000000e+02 -1.413554314854936766e+00 -7.928739421636030855e-05 -9.692883942950047960e-02 6.857100460228697514e-02 -2.260640763168709211e-01 -5.190534305206152554e-01 6.159822699501157350e-01 9.692883942950047960e-02
1.225500000000000000e+03 4.060000000000000000e+02 8.120000000000000000e+02 -9.321358401706295593e-01 -5.295867294758606656e-05 -6.490085369726672493e-02 6.962596104596351088e-02 -1.948538266437788713e-01 -5.197098976692569039e-01 5.846107513665236288e-01 6.490085369726672493e-02
1.228500000000000000e+03 4.070000000000000000e+02 8.140000000000000000e+02 -1.349337144373250474e+00 -7.762593478552076199e-05 -9.536346088401226329e-02 7.067430203168931224e-02 -2.258275788565793363e-01 -5.203620691183497016e-01 6.157255300023619649e-01 9.536346088401226329e-02
1.231500000000000000e+03 4.080000000000000000e+02 8.160000000000000000e+02 -8.910260911027063635e-01 -5.188866033348314005e-05 -6.390088520068448741e-02 7.171606515091238920e-02 -1.951678535962875771e-01 -5.210099729769435140e-01 5.849108581776280014e-01 6.390088520068448741e-02
1.234500000000000000e+03 4.090000000000000000e+02 8.180000000000000000e+02 -1.288748199670464611e+00 -7.594823106046184587e-05 -9.375809124414014040e-02 7.275128785290584099e-02 -2.255347190955508396e-01 -5.216536371697655383e-01 6.154117284139056787e-01 9.375809124414014040e-02
1.237500000000000000e+03 4.100000000000000000e+02 8.200000000000000000e+02 -8.535109337739317237e-01 -5.088649943220142636e-05 -6.297204304734926872e-02 7.378000744396859267e-02 -1.955364516667296160e-01 -5.222930894385217071e-01 5.852651324858709758e-01 6.297204304734926872e-02
1.240500000000000000e+03 4.110000000000000000e+02 8.220000000000000000e+02 -1.231428902843093587e+00 -7.425527311563455933e-05 -9.211366629994466315e-02 7.480226108651083505e-02 -2.251865917437843312e-01 -5.229283573430523191e-01 6.150420236429969822e-01 9.211366629994466315e-02
1.243500000000000000e+03 4.120000000000000000e+02 8.240000000000000000e+02 -8.192433973862133234e-01 -4.995051563528582684e-05 -6.211346619247792855e-02 7.581808579800609904e-02 -1.959589583237923427e-01 -5.235594682624024054e-01 5.856729344548803340e-01 6.211346619247792855e-02
1.246500000000000000e+03 4.130000000000000000e+02 8.260000000000000000e+02 -1.177083526010821002e+00 -7.254906242449508371e-05 -9.043240631213311786e-02 7.682751845029370252e-02 -2.247855707712962114e-01 -5.241864493960521898e-01 6.146188557081853077e-01 9.043240631213311786e-02
1.249500000000000000e+03 4.140000000000000000e+02 8.280000000000000000e+02 -7.878837290086452283e-01 -4.907679873956292342e-05 -6.132146002508387372e-02 7.783059576854266248e-02 -1.964318875972843881e-01 -5.248093277649393817e-01 5.861307877900232555e-01 6.132146002508387372e-02
1.252500000000000000e+03 4.150000000000000000e+02 8.300000000000000000e+02 -1.125461109121723702e+00 -7.083203324083967554e-05 -8.871712163415168551e-02 7.882735433069196218e-02 -2.243346186372426887e-01 -5.254281302127170594e-01 6.141452518468687449e-01 8.871712163415168551e-02
1.255500000000000000e+03 4.160000000000000000e+02 8.320000000000000000e+02 -7.591470246945765110e-01 -4.826242022466458148e-05 -6.059346859206637959e-02 7.981783056641053586e-02 -1.969528838673656190e-01 -5.260428834067119030e-01 5.866363519987782826e-01 6.059346859206637959e-02
1.258500000000000000e+03 4.170000000000000000e+02 8.340000000000000000e+02 -1.076323615614812157e+00 -6.910541611644887108e-05 -8.696916618255090548e-02 8.080206075648802000e-02 -2.238352485152099447e-01 -5.266536138390928157e-01 6.136227800216437211e-01 8.696916618255090548e-02
1.261500000000000000e+03 4.180000000000000000e+02 8.360000000000000000e+02 -7.327842069553965887e-01 -4.750467841766941793e-05 -5.992715182388996809e-02 8.178008103214708113e-02 -1.975198036369983923e-01 -5.272603478280006861e-01 5.871874996518906542e-01 5.992715182388996809e-02
1.264500000000000000e+03 4.190000000000000000e+02 8.380000000000000000e+02 -1.029490745037123789e+00 -6.737235537772069119e-05 -8.519234337512782140e-02 8.275192738333529696e-02 -2.232914133532034606e-01 -5.278631115242401473e-01 6.130554548993679687e-01 8.519234337512782140e-02
1.267500000000000000e+03 4.200000000000000000e+02 8.400000000000000000e+02 -7.085572531244322958e-01 -4.679979327877639120e-05 -5.931873798084907889e-02 8.371763568755946627e-02 -1.981290748428432558e-01 -5.284619309308804525e-01 5.877806689117295313e-01 5.931873798084907889e-02
1.270500000000000000e+03 4.210000000000000000e+02 8.420000000000000000e+02 -9.847871751308139299e-01 -6.563483793307950582e-05 -8.338906159397752038e-02 8.467724164147502619e-02 -2.227056779085155314e-01 -5.290568318617507870e-01 6.124458934557283074e-01 8.338906159397752038e-02
1.273500000000000000e+03 4.220000000000000000e+02 8.440000000000000000e+02 -6.862615824832173361e-01 -4.614457411184505015e-05 -5.876511513143467536e-02 8.563078078594292541e-02 -1.987777794860091374e-01 -5.296478399586238561e-01 5.884129550900585315e-01 5.876511513143467536e-02
1.276500000000000000e+03 4.230000000000000000e+02 8.460000000000000000e+02 -9.420645418464801413e-01 -6.389528844458552894e-05 -8.156233569951343298e-02 8.657828851051790897e-02 -2.220812115004379694e-01 -5.302349806954393951e-01 6.117973163949528281e-01 8.156233569951343298e-02
1.279500000000000000e+03 4.240000000000000000e+02 8.480000000000000000e+02 -6.657130513567116603e-01 -4.553581332335001057e-05 -5.826307314722634079e-02 8.751980005272122498e-02 -1.994628988077827569e-01 -5.308182793792092236e-01 5.890813525264355643e-01 5.826307314722634079e-02
1.282500000000000000e+03 4.250000000000000000e+02 8.500000000000000000e+02 -9.011918816277871835e-01 -6.215613548172607716e-05 -7.971524375531369166e-02 8.845535049797298432e-02 -2.214212469633071723e-01 -5.313977611513669430e-01 6.111130049066806347e-01 7.971524375531369166e-02
1.285500000000000000e+03 4.260000000000000000e+02 8.520000000000000000e+02 -6.467445917688970924e-01 -4.497024428126487162e-05 -5.780924902356598949e-02 8.938497477876571062e-02 -2.001812589071811643e-01 -5.319734509885422069e-01 5.897827000121081964e-01 5.780924902356598949e-02
1.288500000000000000e+03 4.270000000000000000e+02 8.540000000000000000e+02 -8.620544845270585732e-01 -6.041988858569771059e-05 -7.785102644267150040e-02 9.030870767452968406e-02 -2.207291796262586814e-01 -5.325453737038203794e-01 6.103964001464918798e-01 7.785102644267150040e-02
1.291500000000000000e+03 4.280000000000000000e+02 8.560000000000000000e+02 -6.292014502500989925e-01 -4.444436611331700065e-05 -5.739989883534890591e-02 9.122658381116767468e-02 -2.009293035272665950e-01 -5.331135539477122043e-01 5.905134527830611102e-01 5.739989883534890591e-02
1.294500000000000000e+03 4.290000000000000000e+02 8.580000000000000000e+02 -8.245472457750002704e-01 -5.868880642141504857e-05 -7.597265991252177830e-02 9.213863766061616833e-02 -2.200081416449421456e-01 -5.336780162091585566e-01 6.096506761216803350e-01 7.597265991252177830e-02
1.297500000000000000e+03 4.300000000000000000e+02 8.600000000000000000e+02 -6.129459657116393956e-01 -4.395491195006724622e-05 -5.703149825521225402e-02 9.304490354055570955e-02 -2.017036923486204558e-01 -5.342387848165779385e-01 5.912702830717901925e-01 5.703149825521225402e-02
1.300500000000000000e+03 4.310000000000000000e+02 8.620000000000000000e+02 -7.885798350307029470e-01 -5.696536743317936265e-05 -7.408346034684976100e-02 9.394541561408979724e-02 -2.192616042095545947e-01 -5.347958839388766705e-01 6.088793442857264315e-01 7.408346034684976100e-02
1.303500000000000000e+03 4.320000000000000000e+02 8.640000000000000000e+02 -5.978545526896023032e-01 -4.349877258514606843e-05 -5.670065006473790081e-02 9.484020788945314584e-02 -2.025012089997927922e-01 -5.353493375864805115e-01 5.920499876512184123e-01 5.670065006473790081e-02
1.306500000000000000e+03 4.330000000000000000e+02 8.660000000000000000e+02 -7.540744295163590571e-01 -5.525222197330988968e-05 -7.218702800812937248e-02 9.572931421958968956e-02 -2.184933218272936128e-01 -5.358991696122348269e-01 6.080861976203641994e-01 7.218702800812937248e-02
1.309500000000000000e+03 4.340000000000000000e+02 8.680000000000000000e+02 -5.838060335319209537e-01 -4.307225433451118506e-05 -5.640311705104239515e-02 9.661276830219402145e-02 -2.033177973228716962e-01 -5.364454037125780950e-01 5.928485207636204901e-01 5.640311705104239515e-02
1.312500000000000000e+03 4.350000000000000000e+02 8.700000000000000000e+02 -7.209606236465403439e-01 -5.355191346901037630e-05 -7.028688642807612297e-02 9.749060367898139401e-02 -2.177069727166044411e-01 -5.369880634282282461e-01 6.072749498563043691e-01 7.028688642807612297e-02
1.315500000000000000e+03 4.360000000000000000e+02 8.720000000000000000e+02 -5.706985772382079380e-01 -4.267239884472331484e-05 -5.613554068023351995e-02 9.836285373601466597e-02 -2.041502741380931685e-01 -5.375271721454848439e-01 5.936627128257183639e-01 5.613554068023351995e-02
1.318500000000000000e+03 4.370000000000000000e+02 8.740000000000000000e+02 -6.891673749097135815e-01 -5.186634028920047155e-05 -6.838576967131082540e-02 9.922955171850655898e-02 -2.169054482302845976e-01 -5.380627531066095592e-01 6.064485227779203846e-01 6.838576967131082540e-02
1.321500000000000000e+03 4.380000000000000000e+02 8.760000000000000000e+02 -5.584400647574819798e-01 -4.229638603685264729e-05 -5.589467414770077358e-02 1.000907307250144679e-01 -2.049955652295167574e-01 -5.385948294072424591e-01 5.944895035549432327e-01 5.589467414770077358e-02
1.324500000000000000e+03 4.390000000000000000e+02 8.780000000000000000e+02 -6.586437279899644004e-01 -5.019836075561167932e-05 -6.648772882080766777e-02 1.009464236814545807e-01 -2.160929523574774413e-01 -5.391234239811948381e-01 6.056111528020025059e-01 6.648772882080766777e-02
1.327500000000000000e+03 4.400000000000000000e+02 8.800000000000000000e+02 -5.469269506636168510e-01 -4.193999147127534588e-05 -5.567533867811802484e-02 1.017966633579933111e-01 -2.058486680689521342e-01 -5.396485596120479400e-01 5.953238982901659648e-01 5.567533867811802484e-02
