# tau eta eta_joint W_out W_out_joint power power_joint
7.500000000000000000e+00 6.846694795068646311e-01 6.773249356807955479e-01 2.992371332933905226e-01 2.960271753419370100e-01 1.221376054258736799e-02 1.208274185069130660e-02
7.574999999999999289e+00 6.846890654061652537e-01 6.787639267619882677e-01 2.992462497412002875e-01 2.966566428553143453e-01 1.217685655101526966e-02 1.207148088933120318e-02
7.649999999999999467e+00 6.846780386132657048e-01 6.777717343796033633e-01 2.992361446197171482e-01 2.962177684839240044e-01 1.213939734765586906e-02 1.201694801151821645e-02
7.724999999999999645e+00 6.846743177735969965e-01 6.775381804467838220e-01 2.992424844876162560e-01 2.961235775739403664e-01 1.210283051517153756e-02 1.197668665617554647e-02
7.799999999999998934e+00 6.846904965501915408e-01 6.787418761429234726e-01 2.992480448972381080e-01 2.966481650454220187e-01 1.206645342327573173e-02 1.196161955828314687e-02
7.874999999999998224e+00 6.846839715205815802e-01 6.780753901422511554e-01 2.992416921002960528e-01 2.963534061811117226e-01 1.202981676785109741e-02 1.191370477109996925e-02
7.949999999999998401e+00 6.846791650080259473e-01 6.777546359126587205e-01 2.992474126540443091e-01 2.962209624251812556e-01 1.199388427471119456e-02 1.187258366433592213e-02
8.024999999999998579e+00 6.846923158070642446e-01 6.787506033876621325e-01 2.992500054847812008e-01 2.966531346961858162e-01 1.195804217721403544e-02 1.185427111673070279e-02
8.099999999999997868e+00 6.846902345379686228e-01 6.784195069834655367e-01 2.992474851532870295e-01 2.965068305388207648e-01 1.192221056387597795e-02 1.181302113700481195e-02
8.174999999999997158e+00 6.846843650589325980e-01 6.780037589159078060e-01 2.992520656502803966e-01 2.963322017098732886e-01 1.188687450447985759e-02 1.177089182561562308e-02
8.249999999999996447e+00 6.846949013213260438e-01 6.788216516866693029e-01 2.992523556508194238e-01 2.966853965788232017e-01 1.185157844161661284e-02 1.174991669619101890e-02
8.324999999999997513e+00 6.846969780178412401e-01 6.788190780616163433e-01 2.992534871342464875e-01 2.966844936737835781e-01 1.181652466472839225e-02 1.171508365937941332e-02
8.399999999999996803e+00 6.846900918622048637e-01 6.783009169200416855e-01 2.992565398399118504e-01 2.964640320931977158e-01 1.178175353700440346e-02 1.167181228713376831e-02
8.474999999999996092e+00 6.846984099346716812e-01 6.789705088936365263e-01 2.992551941783120339e-01 2.967517501606273811e-01 1.174701449178850061e-02 1.164874387284111495e-02
8.549999999999997158e+00 6.847041704142654561e-01 6.792718818360972133e-01 2.992595923675397396e-01 2.968853342050081778e-01 1.171270420225204584e-02 1.161977824677135930e-02
8.624999999999996447e+00 6.846963311387834761e-01 6.786471214943060604e-01 2.992608621019559045e-01 2.966169284179080989e-01 1.167847266739340494e-02 1.157529476752812425e-02
8.699999999999995737e+00 6.847027926814650556e-01 6.791963744493401123e-01 2.992585094852613370e-01 2.968518557803818680e-01 1.164429997997126071e-02 1.155065586694093045e-02
8.774999999999995026e+00 6.847116251024693012e-01 6.797611287001041891e-01 2.992656420592403332e-01 2.971019377638093317e-01 1.161069416330709481e-02 1.152674831285390236e-02
8.849999999999994316e+00 6.847029012082959110e-01 6.790311150755434788e-01 2.992649917374443636e-01 2.967860084774649465e-01 1.157698227224156391e-02 1.148108350009535879e-02
8.924999999999995381e+00 6.847078374011087432e-01 6.794841231677685167e-01 2.992622076099082928e-01 2.969791020749603661e-01 1.154338312863677392e-02 1.145531734136780860e-02
8.999999999999994671e+00 6.847190410467848265e-01 6.802600966823916240e-01 2.992714407754701877e-01 2.973225615647656639e-01 1.151044002982577925e-02 1.143548313710637462e-02
