# tau eta eta_joint W_out W_out_joint power power_joint
7.500000000000000000e+00 6.847795492914197091e-01 6.809448640745070502e-01 2.993191959447101258e-01 2.976430435289216803e-01 1.221711003855959626e-02 1.214869565424170177e-02
7.574999999999999289e+00 6.847862727972507946e-01 6.819715654755534873e-01 2.993226177230681184e-01 2.980922987211798159e-01 1.217996409859890480e-02 1.212990025315075458e-02
7.649999999999999467e+00 6.847823663917020909e-01 6.813562055261668249e-01 2.993193869735083501e-01 2.978218069827320846e-01 1.214277431941210468e-02 1.208202056725079555e-02
7.724999999999999645e+00 6.847832717256384649e-01 6.814513352734791196e-01 2.993205195917627570e-01 2.978641216461852537e-01 1.210598663667392452e-02 1.204708277638767526e-02
7.799999999999998934e+00 6.847893233509179112e-01 6.823900360849152191e-01 2.993247688785065641e-01 2.982760286574190900e-01 1.206954713219784633e-02 1.202725922005722266e-02
7.874999999999998224e+00 6.847842501545323701e-01 6.815767432777770640e-01 2.993215722559363634e-01 2.979195598685961954e-01 1.203302803038940223e-02 1.197666572336065181e-02
7.949999999999998401e+00 6.847850088515304856e-01 6.816406153524271483e-01 2.993212901907659207e-01 2.979468676977887753e-01 1.199684529822709136e-02 1.194175822436027191e-02
8.024999999999998579e+00 6.847887767672721226e-01 6.822350607391231003e-01 2.993246296251848015e-01 2.982083874637666554e-01 1.196102416084654681e-02 1.191641907947119626e-02
8.099999999999997868e+00 6.847843137179611128e-01 6.815029854914109730e-01 2.993229349609320966e-01 2.978886486087688468e-01 1.192521653230805244e-02 1.186807364975174875e-02
8.174999999999997158e+00 6.847857751644471636e-01 6.816810287543478841e-01 2.993222740317180719e-01 2.979651784414372173e-01 1.188966331804242743e-02 1.183575683977903734e-02
8.249999999999996447e+00 6.847870418507121526e-01 6.818895778744602509e-01 2.993236311525040438e-01 2.980571360445338769e-01 1.185440123376253763e-02 1.180424301166470985e-02
8.324999999999997513e+00 6.847846974780189555e-01 6.814815497185578996e-01 2.993239151849562685e-01 2.978800874775942020e-01 1.181930563415424691e-02 1.176229368124755148e-02
8.399999999999996803e+00 6.847879721920145935e-01 6.819630689486612107e-01 2.993243836896030130e-01 2.980896037918299157e-01 1.178442455470878059e-02 1.173581117290668947e-02
8.474999999999996092e+00 6.847871545253600978e-01 6.818410151935165864e-01 2.993236319946792623e-01 2.980358608685094168e-01 1.174970096151832337e-02 1.169915057383746557e-02
8.549999999999997158e+00 6.847869315436074800e-01 6.817607310368380968e-01 2.993250557317299609e-01 2.980022827732824453e-01 1.171526636914794507e-02 1.166349443339657378e-02
8.624999999999996447e+00 6.847917613689279426e-01 6.825119370335247515e-01 2.993272315549149187e-01 2.983307045152443493e-01 1.168106269482595098e-02 1.164217383474124533e-02
8.699999999999995737e+00 6.847892013494296659e-01 6.821044104117325313e-01 2.993250011765553609e-01 2.981514647817036234e-01 1.164688720531343973e-02 1.160122431057212730e-02
8.774999999999995026e+00 6.847898367091753702e-01 6.821548557991473638e-01 2.993261167612950580e-01 2.981743493703987724e-01 1.161304041750902370e-02 1.156835497072352184e-02
8.849999999999994316e+00 6.847946645249827213e-01 6.829250176594517940e-01 2.993292762794905748e-01 2.985120385407213917e-01 1.157946910172110745e-02 1.154785448900276512e-02
8.924999999999995381e+00 6.847909204845561426e-01 6.823160974128718026e-01 2.993266951658749564e-01 2.982449334353844961e-01 1.154587059463355915e-02 1.150414400907944293e-02
8.999999999999994671e+00 6.847914461131467956e-01 6.823517073587634929e-01 2.993267010384105253e-01 2.982602756954975121e-01 1.151256542455425351e-02 1.147154906521144664e-02
9.074999999999993960e+00 6.847948115500465116e-01 6.828988774740015755e-01 2.993295295865419092e-01 2.985008009724552380e-01 1.147956009919623953e-02 1.144777760201170884e-02
9.149999999999995026e+00 6.847911004580352623e-01 6.822813429860908885e-01 2.993278145334756779e-01 2.982307789286267052e-01 1.144657034544840218e-02 1.140461869707941681e-02
9.224999999999994316e+00 6.847918632042507836e-01 6.823687858924101235e-01 2.993271932249901290e-01 2.982680496082323884e-01 1.141381099046673807e-02 1.137342419859799572e-02
9.299999999999993605e+00 6.847933229032594493e-01 6.826134160436770904e-01 2.993286756119570846e-01 2.983758207703388621e-01 1.138131846433297102e-02 1.134508824221821047e-02
9.374999999999992895e+00 6.847909825829313624e-01 6.822027385328440774e-01 2.993284777307168021e-01 2.981971322965435434e-01 1.134894702296556854e-02 1.130605240934762570e-02
9.449999999999992184e+00 6.847929673896008262e-01 6.825058431852730756e-01 2.993284259169390893e-01 2.983287058255257307e-01 1.131676468495044184e-02 1.127896808414086301e-02
9.524999999999993250e+00 6.847927564721607574e-01 6.824793216192398537e-01 2.993282398715593207e-01 2.983170195044664297e-01 1.128475927885238227e-02 1.124663598508827619e-02
9.599999999999992539e+00 6.847921533223906287e-01 6.823403149151653357e-01 2.993291773079507223e-01 2.982574553704750997e-01 1.125297659052446574e-02 1.121268629212312726e-02
9.674999999999991829e+00 6.847955697803435049e-01 6.828904899166622355e-01 2.993304546518081866e-01 2.984977266861079670e-01 1.122138536651577298e-02 1.119016782328427495e-02
9.749999999999992895e+00 6.847939384388276318e-01 6.826275167331932181e-01 2.993289235397135206e-01 2.983819632343127637e-01 1.118986630055004115e-02 1.115446591530141508e-02
9.824999999999992184e+00 6.847942556907039569e-01 6.826392079878195185e-01 2.993298913884057111e-01 2.983879001414280197e-01 1.115861664076070285e-02 1.112350047125547532e-02
9.899999999999991473e+00 6.847981185627161071e-01 6.832715215116508256e-01 2.993322123327115669e-01 2.986649212577958679e-01 1.112759153653203152e-02 1.110278517686973804e-02
9.974999999999990763e+00 6.847953732831560947e-01 6.828169476533380022e-01 2.993301310143494653e-01 2.984653436251818448e-01 1.109657575586096498e-02 1.106451690918190504e-02
1.004999999999999005e+01 6.847956782588008329e-01 6.828386757705571242e-01 2.993302738483137881e-01 2.984748506771026655e-01 1.106581419032583689e-02 1.103419041320158160e-02
