# tau eta power W_out Q_hot
2.450000000000000000e+01 6.787381545892365864e-01 1.204374464416202613e-02 2.950717437819696531e-01 4.347357545569884851e-01
2.457499999999999929e+01 6.796786871932036789e-01 1.205236673319938501e-02 2.961869124683749188e-01 4.357749007718725309e-01
2.464999999999999858e+01 6.791489864808224475e-01 1.198208254799453497e-02 2.953583348080652815e-01 4.348947590108868111e-01
2.472500000000000142e+01 6.787954664898494528e-01 1.193770450319349592e-02 2.951597438414591545e-01 4.348286905446987483e-01
2.479999999999999716e+01 6.783328300832768276e-01 1.188999422428525625e-02 2.948718567622743425e-01 4.347008484405418538e-01
2.487500000000000000e+01 6.751134218274065235e-01 1.168218575150014801e-02 2.905943705685661849e-01 4.304378511420810516e-01
2.494999999999999929e+01 6.779643797231190705e-01 1.180505419664904659e-02 2.945361022063937018e-01 4.344418541969451986e-01
2.502499999999999858e+01 6.781873191393242850e-01 1.177228308239052640e-02 2.946013841368229080e-01 4.343953002699850185e-01
2.509999999999999787e+01 6.785254180323569972e-01 1.174406591737502115e-02 2.947760545261129961e-01 4.344362741500952252e-01
2.517499999999999716e+01 6.787852750272601599e-01 1.171696582318739431e-02 2.949746145987426349e-01 4.345624830870062905e-01
2.524999999999999645e+01 6.748457665877272138e-01 1.145940322925644191e-02 2.893499315387251247e-01 4.287645353423296668e-01
2.532499999999999574e+01 6.794481653869648419e-01 1.170099895932978119e-02 2.963277986450266743e-01 4.361301034292434098e-01
2.539999999999999858e+01 6.784508341059771741e-01 1.162343815809778989e-02 2.952353292156838505e-01 4.351609790630263097e-01
2.547499999999999432e+01 6.783043315975286758e-01 1.159050540647380174e-02 2.952681252299200754e-01 4.353033166315045666e-01
2.554999999999999716e+01 6.783699638541332844e-01 1.155933764498245746e-02 2.953410768293017741e-01 4.353687406077542121e-01
2.562499999999999645e+01 6.786580394734678112e-01 1.152999315074402717e-02 2.954560744878156342e-01 4.353533846251098627e-01
2.569999999999999574e+01 6.790632844702931825e-01 1.150107697158148784e-02 2.955776781696441979e-01 4.352726541535978932e-01
2.577499999999999503e+01 6.794252873057445852e-01 1.147067262974976222e-02 2.956565870318000888e-01 4.351568782554795511e-01
2.584999999999999432e+01 6.796175041235094083e-01 1.143764803375286847e-02 2.956632016725115886e-01 4.350435353395188942e-01
2.592499999999999716e+01 6.534634537588683845e-01 1.074105604738525080e-02 2.784618780284625617e-01 4.261322900717513518e-01
