# tau eta power W_out Q_hot
2.450000000000000000e+01 4.831950812912917392e-01 7.563843613862879581e-03 1.853141685396405558e-01 3.835183256510114047e-01
2.457499999999999929e+01 6.495772804393498134e-01 1.124076091391941479e-02 2.762416994595696673e-01 4.252637950525764987e-01
2.464999999999999858e+01 6.487984810169277194e-01 1.119108956822728769e-02 2.758603578568026293e-01 4.251865038654509266e-01
2.472500000000000142e+01 4.819951515203597658e-01 8.286419669018140963e-03 2.048817263164735003e-01 4.250700980501858073e-01
2.479999999999999716e+01 6.524184780063034816e-01 1.122415790647933800e-02 2.783591160806875298e-01 4.266573149971361056e-01
2.487500000000000000e+01 6.479667114701981312e-01 1.106639340171355554e-02 2.752765358676246832e-01 4.248312930197270521e-01
2.494999999999999929e+01 6.285308354462810776e-01 1.008259311425574109e-02 2.515606982006807213e-01 4.002360489156636669e-01
2.502499999999999858e+01 6.493371580676720045e-01 1.102122906637720452e-02 2.758062573860895483e-01 4.247504612347254849e-01
2.509999999999999787e+01 6.504817731113292645e-01 1.100936888560390646e-02 2.763351590286580173e-01 4.248161446659990403e-01
2.517499999999999716e+01 6.375720682153380725e-01 1.045500405183763006e-02 2.632047270050122956e-01 4.128234910631556898e-01
2.524999999999999645e+01 6.530543264783840174e-01 1.099725717727753106e-02 2.776807437262576173e-01 4.252031300728987828e-01
2.532499999999999574e+01 5.805913223015553015e-01 8.081363938277569617e-03 2.046605417368794200e-01 3.525036180795345642e-01
2.539999999999999858e+01 5.984655484033152284e-01 8.795622960306160448e-03 2.234088231917764622e-01 3.733027302704780004e-01
2.547499999999999432e+01 6.389596117947615728e-01 1.020115920063642545e-02 2.598745306362129082e-01 4.067151128789756598e-01
2.554999999999999716e+01 5.780993626244397277e-01 7.975680968524953562e-03 2.037786487458125295e-01 3.524976187842584485e-01
2.562499999999999645e+01 6.559686067994813241e-01 1.093986923461817522e-02 2.803341491370906491e-01 4.273590934554953868e-01
2.569999999999999574e+01 6.557675690618184339e-01 1.091741238108860645e-02 2.805774981939771484e-01 4.278611987405669392e-01
2.577499999999999503e+01 5.446280602874985499e-01 9.050816914384708298e-03 2.332848059682658404e-01 4.283378382030469389e-01
2.584999999999999432e+01 5.259860401688404297e-01 8.724447133228903362e-03 2.255269583939670808e-01 4.287698554158840270e-01
2.592499999999999716e+01 6.551071915694238745e-01 1.084411384470775411e-02 2.811336514240484474e-01 4.291414520279400180e-01
2.599999999999999289e+01 6.605527074165048473e-01 1.096209248249759710e-02 2.850144045449374275e-01 4.314786713382199324e-01
2.607499999999999574e+01 6.532543147858365096e-01 1.068237257161005864e-02 2.785428648047322264e-01 4.263926904119262895e-01
2.614999999999999503e+01 6.562779235101375841e-01 1.078665562702465011e-02 2.820710446466945243e-01 4.298042560048682681e-01
2.622499999999999432e+01 6.571884877170944828e-01 1.077238823634104649e-02 2.825058814980438981e-01 4.298704051852725305e-01
2.629999999999999361e+01 3.032467373328849303e-01 3.115197988749623080e-03 8.192970710411506818e-02 2.701750654424283637e-01
2.637499999999999289e+01 6.594150351078940098e-01 1.074602429485200725e-02 2.834263907767216040e-01 4.298148748312163869e-01
2.644999999999999218e+01 6.605281017124864373e-01 1.073131530845056886e-02 2.838432899085174821e-01 4.297217471484177653e-01
2.652499999999999147e+01 4.018045329750323802e-01 5.715170236392685260e-03 1.515948905203159391e-01 3.772851674864898808e-01
2.659999999999999432e+01 5.853696265991500391e-01 7.673228981170438119e-03 2.041078908991336149e-01 3.486820662099415769e-01
2.667499999999999005e+01 6.628131676224384705e-01 1.066938245541963065e-02 2.846057769983185715e-01 4.293906501876256776e-01
2.674999999999999289e+01 6.630972239935424284e-01 1.064228716616742211e-02 2.846811816949784690e-01 4.293204245079916825e-01
2.682499999999999218e+01 6.377012288189388700e-01 9.443089485557627089e-03 2.533108754500832394e-01 3.972250075779691914e-01
2.689999999999999147e+01 6.631183635263381282e-01 1.058327687486865058e-02 2.846901479339666308e-01 4.293202595386413911e-01
2.697499999999999076e+01 6.067646119871775712e-01 8.495102146262012086e-03 2.291553803954177182e-01 3.776676751877882099e-01
2.704999999999999005e+01 6.210292695189334466e-01 9.861790770222044616e-03 2.667614403345062168e-01 4.295472909693081598e-01
2.712499999999999289e+01 6.385593214015599095e-01 9.289573606673016265e-03 2.519796840810054617e-01 3.946065394957209982e-01
2.719999999999998863e+01 6.686943009809742655e-01 1.067504178543644128e-02 2.903611365638710806e-01 4.342210426168002790e-01
2.727499999999999147e+01 6.491693930552426828e-01 1.024084212803961363e-02 2.793189690422803739e-01 4.302713159776326846e-01
2.734999999999999076e+01 6.647280724946138530e-01 1.046493656289590804e-02 2.862160149952029942e-01 4.305760909435972783e-01
