# tau eta power W_out Q_hot
2.450000000000000000e+01 6.730917553116844143e-01 1.183303220746134178e-02 2.899092890828028901e-01 4.307128809630960120e-01
2.457499999999999929e+01 6.736170953150937279e-01 1.181087109123967090e-02 2.902521570672149664e-01 4.308859722917891544e-01
2.464999999999999858e+01 6.736876781293393845e-01 1.177784574326192456e-02 2.903238975714064196e-01 4.309473172755104997e-01
2.472500000000000142e+01 6.734617582289493809e-01 1.173729822366855260e-02 2.902046985802049228e-01 4.309148886840686865e-01
2.479999999999999716e+01 6.731956266236930331e-01 1.169479384747598369e-02 2.900308874174043483e-01 4.308270522671229230e-01
2.487500000000000000e+01 6.731141388259692659e-01 1.165556743640795527e-02 2.899322399806478767e-01 4.307326547713605791e-01
2.494999999999999929e+01 6.733064933759177473e-01 1.162240600795957923e-02 2.899790298985914783e-01 4.306790930303587284e-01
2.502499999999999858e+01 6.736976325219816708e-01 1.159490163407837088e-02 2.901624133928112359e-01 4.307012514005587045e-01
2.509999999999999787e+01 6.741049470540141364e-01 1.157026947218171842e-02 2.904137637517610893e-01 4.308138740428069102e-01
2.517499999999999716e+01 6.743455928576657099e-01 1.154514555904767939e-02 2.906490394490253149e-01 4.310090293870618705e-01
2.524999999999999645e+01 6.743354944413380014e-01 1.151735796246896107e-02 2.908132885523412314e-01 4.312590556919583262e-01
2.532499999999999574e+01 6.741288272832005601e-01 1.148678436087349070e-02 2.909028139391210965e-01 4.315240680501462034e-01
2.539999999999999858e+01 6.738810955732044139e-01 1.145497213430762828e-02 2.909562922114137251e-01 4.317620632523098134e-01
2.547499999999999432e+01 6.737601227772843648e-01 1.142388040586448696e-02 2.910233533393977723e-01 4.319391182425282305e-01
2.554999999999999716e+01 6.738552511252507982e-01 1.139454282795542873e-02 2.911305692542611734e-01 4.320372494955124765e-01
2.562499999999999645e+01 6.741334184012834907e-01 1.136643257551834922e-02 2.912648347476576305e-01 4.320581457575506379e-01
2.569999999999999574e+01 6.744636592914105000e-01 1.133786616330974273e-02 2.913831603970603590e-01 4.320220317032152924e-01
2.577499999999999503e+01 6.746946252649617115e-01 1.130717791524415462e-02 2.914425107654180502e-01 4.319621053020314960e-01
2.584999999999999432e+01 6.747418920682670684e-01 1.127395898211310324e-02 2.914318396876236505e-01 4.319160305791981402e-01
2.592499999999999716e+01 6.746374710835456590e-01 1.123961951255420151e-02 2.913871358629676056e-01 4.319166194474288734e-01
2.599999999999999289e+01 6.745148750389484693e-01 1.120690796479172427e-02 2.913796070845847686e-01 4.319839604245342413e-01
2.607499999999999574e+01 6.745377807833885520e-01 1.117859363065294188e-02 2.914818289192754319e-01 4.321208347748244916e-01
2.614999999999999503e+01 6.748107317504202785e-01 1.115598702869007898e-02 2.917290608002455210e-01 4.323124204671687787e-01
2.622499999999999432e+01 6.753194869779004517e-01 1.113807795499688336e-02 2.920960943697932244e-01 4.325302319898136627e-01
2.629999999999999361e+01 6.759324676724841607e-01 1.112176807544516116e-02 2.925025003842076643e-01 4.327392370888989426e-01
2.637499999999999289e+01 6.764622881412795108e-01 1.110312156151543883e-02 2.928448311849696228e-01 4.329063664282328805e-01
2.644999999999999218e+01 6.767553669161109342e-01 1.107904447744383764e-02 2.930407264283894087e-01 4.330083524327840161e-01
2.652499999999999147e+01 6.767640006784688689e-01 1.104859143320869631e-02 2.930638877658605645e-01 4.330370520182196814e-01
2.659999999999999432e+01 6.765653769519922589e-01 1.101329036008225071e-02 2.929535235781878244e-01 4.330010573375456806e-01
2.667499999999999005e+01 6.763196505815266546e-01 1.097636527317322544e-02 2.927945436618957231e-01 4.329233128301673283e-01
2.674999999999999289e+01 6.761899472200545436e-01 1.094126929448490347e-02 2.926789536274710946e-01 4.328354108645505738e-01
2.682499999999999218e+01 6.762654239685368385e-01 1.091024757086732702e-02 2.926673910885159158e-01 4.327700052607336145e-01
2.689999999999999147e+01 6.765254445128124905e-01 1.088358890500669071e-02 2.927685415446799055e-01 4.327531860320669166e-01
2.697499999999999076e+01 6.768606877603209337e-01 1.085984680916801497e-02 2.929443676773071381e-01 4.327986142120872071e-01
2.704999999999999005e+01 6.771371511293575729e-01 1.083681653904287716e-02 2.931358873811097387e-01 4.329047474240713123e-01
2.712499999999999289e+01 6.772676946023428179e-01 1.081270588468888176e-02 2.932946471221857809e-01 4.330557170520195620e-01
2.719999999999998863e+01 6.772536247000432441e-01 1.078689581622423350e-02 2.934035662012990375e-01 4.332255384107364105e-01
2.727499999999999147e+01 6.771764766619946530e-01 1.075995701321453592e-02 2.934778275354263943e-01 4.333845572753300401e-01
2.734999999999999076e+01 6.771473216341672430e-01 1.073300888597678027e-02 2.935477930314648320e-01 4.335065408263635289e-01
2.742499999999999005e+01 6.772429135869530992e-01 1.070685159521879773e-02 2.936354049988754156e-01 4.335747175908615247e-01
2.749999999999998934e+01 6.774634762842924873e-01 1.068139103582155074e-02 2.937382534850925264e-01 4.335853721534465022e-01
2.757499999999998863e+01 6.777340017041835196e-01 1.065567986569716623e-02 2.938303722965992515e-01 4.335482232819269921e-01
2.764999999999998792e+01 6.779469993538800310e-01 1.062853188786750704e-02 2.938789066995364241e-01 4.334836011954014690e-01
2.772499999999998721e+01 6.780226171115422140e-01 1.059933864966227865e-02 2.938666640618865511e-01 4.334171997296990542e-01
2.779999999999999005e+01 6.779532350745938185e-01 1.056860157153864666e-02 2.938071236887742632e-01 4.333737321224631067e-01
2.787499999999998579e+01 6.778084623092444083e-01 1.053784962082413533e-02 2.937425581804726793e-01 4.333710399243364542e-01
2.794999999999998863e+01 6.776980334757690683e-01 1.050895186716773247e-02 2.937252046873379818e-01 4.334160498900725411e-01
2.802499999999998792e+01 6.777126950322136523e-01 1.048316928480374707e-02 2.937908192066248647e-01 4.335034910223426463e-01
2.809999999999998721e+01 6.778748685353925829e-01 1.046044383941530098e-02 2.939384718875698299e-01 4.336175974817437773e-01
2.817499999999998650e+01 6.781253318458349000e-01 1.043931051541742948e-02 2.941275737718859196e-01 4.337363020656967993e-01
2.824999999999998579e+01 6.783529016172581416e-01 1.041750372311922232e-02 2.942944801781178787e-01 4.338368413793052825e-01
2.832499999999998863e+01 6.784513203000247517e-01 1.039297325393171052e-02 2.943809674176155466e-01 4.339013848295473763e-01
2.839999999999998437e+01 6.783737452300183657e-01 1.036481821724369833e-02 2.943608373697208513e-01 4.339213294139367960e-01
2.847499999999998721e+01 6.781569197167982566e-01 1.033368862581124890e-02 2.942517836199751713e-01 4.338992570375249103e-01
2.854999999999998650e+01 6.779031727835551635e-01 1.030147208979543400e-02 2.941070281636595229e-01 4.338481363880025699e-01
2.862499999999998579e+01 6.777301830317336018e-01 1.027043619108265922e-02 2.939912359697409716e-01 4.337880226237103010e-01
2.869999999999998508e+01 6.777145658339135403e-01 1.024225305406026298e-02 2.939526626515294172e-01 4.337411020372962667e-01
2.877499999999998437e+01 6.778579105541946426e-01 1.021736952396634993e-02 2.940048080521315832e-01 4.337263067591300425e-01
2.884999999999998366e+01 6.780916086844760438e-01 1.019499099705426653e-02 2.941254902650154435e-01 4.337548002336001352e-01
2.892499999999998295e+01 6.783163926828211787e-01 1.017362957867910637e-02 2.942722355632929609e-01 4.338273978598860547e-01
2.899999999999998579e+01 6.784548123922757856e-01 1.015189486387397741e-02 2.944049510523452096e-01 4.339345018635127893e-01
2.907499999999998508e+01 6.784890058770465249e-01 1.012911201226771030e-02 2.945039317566835457e-01 4.340585170956366978e-01
2.914999999999998437e+01 6.784649385937524535e-01 1.010547629797333390e-02 2.945746340859225487e-01 4.341781237752454503e-01
2.922499999999998010e+01 6.784625891958793176e-01 1.008171854282790929e-02 2.946382244141454443e-01 4.342733543545173602e-01
2.929999999999998295e+01 6.785494955616642176e-01 1.005851789648761450e-02 2.947145743670869233e-01 4.343302534226175515e-01
2.937499999999998579e+01 6.787429431804400393e-01 1.003601504340513421e-02 2.948079419000256829e-01 4.343440250275318326e-01
2.944999999999998153e+01 6.790007367718690068e-01 1.001370356632495101e-02 2.949035700282696126e-01 4.343199558667805160e-01
2.952499999999998082e+01 6.792445757044459631e-01 9.990748982664551109e-03 2.949768637131706672e-01 4.342719460177499879e-01
2.959999999999998010e+01 6.794027265525791615e-01 9.966540773354319246e-03 2.950096068912876346e-01 4.342190505890717311e-01
2.967499999999998295e+01 6.794487163481591763e-01 9.941150911025762801e-03 2.950036532846893600e-01 4.341808972283425216e-01
