# tau eta power W_out Q_hot
2.450000000000000000e+01 6.200487147616994266e-01 1.005871232143880356e-02 2.464384518752507081e-01 3.974501454614953744e-01
2.457499999999999929e+01 6.202058932540917002e-01 1.003052765478567275e-02 2.465002171163579447e-01 3.974490081398975860e-01
2.464999999999999858e+01 6.206033678000617559e-01 1.000619190830765587e-02 2.466526305397837016e-01 3.974400451839751880e-01
2.472500000000000142e+01 6.213206778663422636e-01 9.987677230394308159e-03 2.469453195214992292e-01 3.974522791829918633e-01
2.479999999999999716e+01 6.223713153141889887e-01 9.975803346512285980e-03 2.473999229935046618e-01 3.975117697521307614e-01
2.487500000000000000e+01 6.237055450403282686e-01 9.970264362944023309e-03 2.480103260282325861e-01 3.976400851337572595e-01
2.494999999999999929e+01 6.252222292124648417e-01 9.969804136481975540e-03 2.487466132052252865e-01 3.978531177922906004e-01
2.502499999999999858e+01 6.267875679177421500e-01 9.972504750871899470e-03 2.495619313905692582e-01 3.981603084752329824e-01
2.509999999999999787e+01 6.282577286528582272e-01 9.976139878013594309e-03 2.504011109381412137e-01 3.985643144813575955e-01
2.517499999999999716e+01 6.295016745938205593e-01 9.978536180378444476e-03 2.512096483410273251e-01 3.990611279995684990e-01
2.524999999999999645e+01 6.304208560551690654e-01 9.977892370292484533e-03 2.519417823498851794e-01 3.996406209121948216e-01
2.532499999999999574e+01 6.309628311839651227e-01 9.973011357578389149e-03 2.525665126306726460e-01 4.002874656764586758e-01
2.539999999999999858e+01 6.311271626026017101e-01 9.963419631897825132e-03 2.530708586502047330e-01 4.009823592548407700e-01
2.547499999999999432e+01 6.309631190612368101e-01 9.949364790074433432e-03 2.534600680271461570e-01 4.017034599490547087e-01
2.554999999999999716e+01 6.305600018387201855e-01 9.931700980470253501e-03 2.537549600510149439e-01 4.024279359792288790e-01
2.562499999999999645e+01 6.300320229250557791e-01 9.911688897878554588e-03 2.539870280081378828e-01 4.031335214184032512e-01
2.569999999999999574e+01 6.295003307497740730e-01 9.890747828571183967e-03 2.541922191942793674e-01 4.037999771843179264e-01
2.577499999999999503e+01 6.290749693858846969e-01 9.870201292219289019e-03 2.544044383069521409e-01 4.044103655170173672e-01
2.584999999999999432e+01 6.288395737640973815e-01 9.851059232917557321e-03 2.546498811709188015e-01 4.049520605814290741e-01
2.592499999999999716e+01 6.288407551554519026e-01 9.833867235252341521e-03 2.549430080739168991e-01 4.054174383320527375e-01
2.599999999999999289e+01 6.290836973764895035e-01 9.818646671222725289e-03 2.552848134517907708e-01 4.058042109760948701e-01
2.607499999999999574e+01 6.295341368525905201e-01 9.804928306339796493e-03 2.556635055878101470e-01 4.061153964835355623e-01
2.614999999999999503e+01 6.301262977583275138e-01 9.791871987319749129e-03 2.560574524684113840e-01 4.063589368977854610e-01
2.622499999999999432e+01 6.307753133777089793e-01 9.778448539108216750e-03 2.564398129381129099e-01 4.065470025529620557e-01
2.629999999999999361e+01 6.313921120389819341e-01 9.763651669979781650e-03 2.567840389204681939e-01 4.066950378762641538e-01
2.637499999999999289e+01 6.318984770976899812e-01 9.746704482136688344e-03 2.570693307163550712e-01 4.068206207697708798e-01
2.644999999999999218e+01 6.322399259635922419e-01 9.727225577789905264e-03 2.572851165325429346e-01 4.069422160272725408e-01
2.652499999999999147e+01 6.323945130564515571e-01 9.705328414269154616e-03 2.574338361884892512e-01 4.070779092378195019e-01
2.659999999999999432e+01 6.323762129286150113e-01 9.681637146742140890e-03 2.575315481033408904e-01 4.072442050131509506e-01
2.667499999999999005e+01 6.322324533561652915e-01 9.657216630164658019e-03 2.576062536096421773e-01 4.074549673022255791e-01
2.674999999999999289e+01 6.320362069607873279e-01 9.633426578365442833e-03 2.576941609712755099e-01 4.077205674820830739e-01
2.682499999999999218e+01 6.318740830052927970e-01 9.611724416834404108e-03 2.578345074815827642e-01 4.080472904590123351e-01
2.689999999999999147e+01 6.318321191549546301e-01 9.593443656047747486e-03 2.580636343476843120e-01 4.084370302238388151e-01
2.697499999999999076e+01 6.319817733504584645e-01 9.579585263873211312e-03 2.584093124929798257e-01 4.088872866111628035e-01
2.704999999999999005e+01 6.323681877213146452e-01 9.570651836047600405e-03 2.588861321650874903e-01 4.093914545226599588e-01
2.712499999999999289e+01 6.330025590826831028e-01 9.566550241981634436e-03 2.594926753137517528e-01 4.099393779541682381e-01
2.719999999999998863e+01 6.338597775865169037e-01 9.566578198851679107e-03 2.602109270087655801e-01 4.105181243705731675e-01
2.727499999999999147e+01 6.348816579996349185e-01 9.569497832747764568e-03 2.610080533881952158e-01 4.111129217539079006e-01
2.734999999999999076e+01 6.359851522684232261e-01 9.573685442505948731e-03 2.618402968525376240e-01 4.117081914862464886e-01
2.742499999999999005e+01 6.370742539904614699e-01 9.577336588584823771e-03 2.626584559419387066e-01 4.122886057578326047e-01
2.749999999999998934e+01 6.380538336325775051e-01 9.578698456301762074e-03 2.634142075482983625e-01 4.128400985362390418e-01
2.757499999999998863e+01 6.388433149739042305e-01 9.576296370368303501e-03 2.640663724129058698e-01 4.133507641442449310e-01
2.764999999999998792e+01 6.393882331978966160e-01 9.569123304656411769e-03 2.645862593737496882e-01 4.138115868201437397e-01
2.772499999999998721e+01 6.396680399592408195e-01 9.556766425564340237e-03 2.649613491487712302e-01 4.142169572293378232e-01
2.779999999999999005e+01 6.396991874051536353e-01 9.539455393152845852e-03 2.651968599296490314e-01 4.145649473237278393e-01
2.787499999999998579e+01 6.395329687752083769e-01 9.518024785294402351e-03 2.653149408900813411e-01 4.148573315902620573e-01
2.794999999999998863e+01 6.392486355330643244e-01 9.493799623708226373e-03 2.653516994826448094e-01 4.150993599874799322e-01
2.802499999999998792e+01 6.389427007952787063e-01 9.468419591086877848e-03 2.653524590402096539e-01 4.152993041628474380e-01
2.809999999999998721e+01 6.387160151734971869e-01 9.443627966100605342e-03 2.653659458474268984e-01 4.154678128359509115e-01
2.817499999999998650e+01 6.386603706918990708e-01 9.421053656100413995e-03 2.654381867606290246e-01 4.156171244398081388e-01
2.824999999999998579e+01 6.388465508106512258e-01 9.402016464189397876e-03 2.656069651133503573e-01 4.157601927666570996e-01
2.832499999999998863e+01 6.393154320196192675e-01 9.387380216926788021e-03 2.658975446444511448e-01 4.159097861981396749e-01
2.839999999999998437e+01 6.400733295075730078e-01 9.377471419579733874e-03 2.663201883160642991e-01 4.160776211702996163e-01
2.847499999999998721e+01 6.410921802845562789e-01 9.372071688251718685e-03 2.668697413229675908e-01 4.162735867477190821e-01
2.854999999999998650e+01 6.423143964923218041e-01 9.370480841302897615e-03 2.675272280191975938e-01 4.165051094606683213e-01
2.862499999999998579e+01 6.436616379220313489e-01 9.371639199416349070e-03 2.682631720832928668e-01 4.167766980013625777e-01
2.869999999999998508e+01 6.450460377540441215e-01 9.374287594016313813e-03 2.690420539482680784e-01 4.170896931404045604e-01
2.877499999999998437e+01 6.463823847145282464e-01 9.377143607518366453e-03 2.698273073063408578e-01 4.174422349481395900e-01
2.884999999999998366e+01 6.475992847070949354e-01 9.379065835712496399e-03 2.705860493603053918e-01 4.178294444576011735e-01
2.892499999999998295e+01 6.486478852575796594e-01 9.379186105250195138e-03 2.712929580943617136e-01 4.182438026243323614e-01
2.899999999999998579e+01 6.495069033540110670e-01 9.376991564272523991e-03 2.719327553639030448e-01 4.186756968396488365e-01
2.907499999999998508e+01 6.501835481847223486e-01 9.372350449446228277e-03 2.725010893176489368e-01 4.191140949020586426e-01
2.914999999999998437e+01 6.507101662681719079e-01 9.365478300291531222e-03 2.730036924534979814e-01 4.195472986370819557e-01
2.922499999999998010e+01 6.511376112772297997e-01 9.356858067976989504e-03 2.734541770366273328e-01 4.199637254869015290e-01
2.929999999999998295e+01 6.515261499924172028e-01 9.347124700930705896e-03 2.738707537372695455e-01 4.203526654155892439e-01
2.937499999999998579e+01 6.519355966747151232e-01 9.336937581959964608e-03 2.742725414700738495e-01 4.207049636022909267e-01
2.944999999999998153e+01 6.524160127505440609e-01 9.326859240487709451e-03 2.746760046323628579e-01 4.210135852955945168e-01
2.952499999999998082e+01 6.530003537077007092e-01 9.317259589057162034e-03 2.750920893669125400e-01 4.212740281149229826e-01
2.959999999999998010e+01 6.537000316526587751e-01 9.308259081942403534e-03 2.755244688254949725e-01 4.214845578772954959e-01
2.967499999999998295e+01 6.545039619912327300e-01 9.299718467845011216e-03 2.759691455333005417e-01 4.216462566455743133e-01
2.974999999999998224e+01 6.553810140043356824e-01 9.291273492600071043e-03 2.764153864048519704e-01 4.217628837246471529e-01
2.982499999999998153e+01 6.562854641862996274e-01 9.282408384595021433e-03 2.768478300705463635e-01 4.218405635629888240e-01
2.989999999999998082e+01 6.571644739630999599e-01 9.272553914376781975e-03 2.772493620398656100e-01 4.218873250525609908e-01
2.997499999999998010e+01 6.579664457617036000e-01 9.261193840858140958e-03 2.776042853797225929e-01 4.219125263422062733e-01
3.004999999999997939e+01 6.586489593922878472e-01 9.247961945963723007e-03 2.779012564762096682e-01 4.219262059301199796e-01
3.012499999999997868e+01 6.591851172325469133e-01 9.232714259187693381e-03 2.781355170580290803e-01 4.219384051413718195e-01
3.019999999999998153e+01 6.595673265699436572e-01 9.215564386062500418e-03 2.783100444590873579e-01 4.219585071116678798e-01
3.027499999999998082e+01 6.598080436998079445e-01 9.196877150134620885e-03 2.784354557203254643e-01 4.219946367416595456e-01
3.034999999999998010e+01 6.599374771160456676e-01 9.177222313503515319e-03 2.785286972148315332e-01 4.220531593871794662e-01
3.042499999999997584e+01 6.599984806834288120e-01 9.157293117150291581e-03 2.786106430892973940e-01 4.221383097742830159e-01
3.049999999999997868e+01 6.600396867650619726e-01 9.137805245048065753e-03 2.787030599739658276e-01 4.222519729683600898e-01
3.057499999999998153e+01 6.601078402440492265e-01 9.119389882652409809e-03 2.788253456620972681e-01 4.223936282274914911e-01
3.064999999999997726e+01 6.602405527072088276e-01 9.102497523866173723e-03 2.789915491064980380e-01 4.225604561285105087e-01
3.072499999999997655e+01 6.604605691408829138e-01 9.087326905782025510e-03 2.792081191801525364e-01 4.227475980032270875e-01
3.079999999999997584e+01 6.607723957352351629e-01 9.073789758621974774e-03 2.794727245655566072e-01 4.229485468359948097e-01
3.087499999999997868e+01 6.611617331859769298e-01 9.061516334295544733e-03 2.797743168213747689e-01 4.231556407132195385e-01
3.094999999999997797e+01 6.615977401008263925e-01 9.049900863980666135e-03 2.800944317402014327e-01 4.233606234772137045e-01
3.102499999999997726e+01 6.620377146138120006e-01 9.038180140779426136e-03 2.804095388676814959e-01 4.235552336036527143e-01
3.109999999999997655e+01 6.624334591375204973e-01 9.025534070400484041e-03 2.806941095894548432e-01 4.237317812341707679e-01
3.117499999999997584e+01 6.627382890031138230e-01 9.011192991840675029e-03 2.809239415206328250e-01 4.238836750223027305e-01
