# tau_total W_out Q_meas
7.500000000000000000e+00 2.988539174981319491e-01 -1.720431162609823740e-06
7.574999999999999289e+00 2.994494494773611848e-01 -1.746465758142834966e-06
7.649999999999999467e+00 2.990206576629518276e-01 -2.990511990524002073e+00
7.724999999999999645e+00 2.994865831183659566e-01 -1.805907147108150573e-06
7.799999999999998934e+00 2.990117474159568189e-01 -1.839024563686703952e-06
7.874999999999998224e+00 2.995035784270884127e-01 -3.655626786162991859e+00
7.949999999999998401e+00 2.990801598137196038e-01 -1.899184613568278158e-06
8.024999999999998579e+00 2.995171216068845954e-01 -1.827791167345294010e+00
8.099999999999997868e+00 2.991466044427859572e-01 -1.959764808963121874e-06
8.174999999999997158e+00 2.994889863733207758e-01 -1.827804412946981261e+00
8.249999999999996447e+00 2.992149824926748636e-01 -2.020630913554782426e-06
8.324999999999997513e+00 2.994705217211718340e-01 -1.827729770051769398e+00
8.399999999999996803e+00 2.992883802940790039e-01 -3.655607698346813539e+00
8.474999999999996092e+00 2.994684386135925136e-01 -1.827778640274402511e+00
8.549999999999997158e+00 2.993692797971760911e-01 -2.142726588724307331e-06
8.624999999999996447e+00 2.994770346899484625e-01 -1.827817031684204174e+00
8.699999999999995737e+00 2.994636096446851026e-01 -1.827819651425847791e+00
8.774999999999995026e+00 2.994791501336870887e-01 -1.827797485497594243e+00
8.849999999999994316e+00 2.995649990169089172e-01 -1.827821512401117898e+00
8.924999999999995381e+00 2.995095102260805220e-01 -2.295916029339598301e-06
8.999999999999994671e+00 2.997195477839513789e-01 -2.990438434195436201e+00
9.074999999999993960e+00 2.995361888544378903e-01 -1.827802752148619536e+00
9.149999999999995026e+00 2.998238723711780240e-01 -2.990472293666580406e+00
9.224999999999994316e+00 2.995868161474035674e-01 -2.418649444296426185e-06
9.299999999999993605e+00 2.998496648963246969e-01 -2.447188391600536167e-06
9.374999999999992895e+00 2.996973539936992337e-01 -2.325389417761132727e+00
9.449999999999992184e+00 2.999653864898901290e-01 -3.655617304150612590e+00
9.524999999999993250e+00 2.996852170434998186e-01 -2.541146713591580994e-06
9.599999999999992539e+00 3.000157783180057436e-01 -2.568933299477733218e-06
9.674999999999991829e+00 2.997343988586571584e-01 -2.602409532724342042e-06
9.749999999999992895e+00 3.000783671661366725e-01 -2.629994922599687701e-06
9.824999999999992184e+00 2.997801923539533675e-01 -2.663717079538297297e-06
9.899999999999991473e+00 3.001246811709776807e-01 -2.691212705759234158e-06
9.974999999999990763e+00 2.998212186795008449e-01 -2.725068038669504859e-06
1.004999999999999005e+01 3.001961366934653430e-01 -1.162696840891461747e+00
1.012499999999999112e+01 2.998555172974464167e-01 -1.827812803124633900e+00
1.019999999999999041e+01 3.001690820687485939e-01 -2.814044199989443329e-06
1.027499999999998970e+01 2.999371317965406902e-01 -1.162685575000000471e+00
1.034999999999999076e+01 3.001708657576109829e-01 -2.875535784490831914e-06
1.042499999999999005e+01 2.999285319796048954e-01 -2.990454066966009350e+00
1.049999999999998934e+01 3.002230583324393409e-01 -2.325395713450232105e+00
1.057499999999998863e+01 2.999642177236796492e-01 -2.010158409352043373e-05
1.064999999999998792e+01 3.001649012941144390e-01 -2.990514497415182049e+00
1.072499999999998899e+01 2.999969921312077847e-01 -4.818318805114501835e+00
1.079999999999998828e+01 3.001406974566320773e-01 -3.655641318800452400e+00
1.087499999999998757e+01 3.000102130843593784e-01 -3.090813916380988000e-06
1.094999999999998863e+01 3.001524729826072768e-01 -1.162667683409285724e+00
1.102499999999998792e+01 3.000472233585395054e-01 -3.655615543975957671e+00
1.109999999999998721e+01 3.001102036417454544e-01 -3.655627749404578797e+00
1.117499999999998650e+01 3.000926165126517331e-01 -1.827817110401457112e+00
1.124999999999998579e+01 3.001173916226317351e-01 -1.827814513635083626e+00
1.132499999999998685e+01 3.001809018275261032e-01 -2.990507607091475339e+00
1.139999999999998614e+01 3.001196408927988557e-01 -3.297843836658946939e-06
1.147499999999998543e+01 3.002046607655566302e-01 -1.827821154532963455e+00
1.154999999999998650e+01 3.001430450478020928e-01 -5.483403033572974650e+00
1.162499999999998579e+01 3.002519961084426647e-01 -1.827814552779662982e+00
1.169999999999998508e+01 3.001518416896580277e-01 -3.413493851864529520e-06
1.177499999999998437e+01 3.003070545950734527e-01 -3.440135521555411253e-06
1.184999999999998366e+01 3.001750827224647367e-01 -3.470358103894620114e-06
1.192499999999998472e+01 3.003727132318997350e-01 -2.990462550347279702e+00
1.199999999999998401e+01 3.002356222669972929e-01 -4.153211607096876534e+00
1.207499999999998508e+01 3.003935085214562983e-01 -3.655585515907292748e+00
1.214999999999998437e+01 3.002171509410653805e-01 -1.096679266503753425e+01
1.222499999999998188e+01 3.004503668955398332e-01 -1.162699929866944260e+00
1.229999999999998295e+01 3.002502951504624207e-01 -3.637280189316863081e-06
1.237499999999998401e+01 3.004928549650445202e-01 -4.818300959509443260e+00
1.244999999999998153e+01 3.002731377842341454e-01 -3.655622420726697186e+00
