# tau_total W_out Q_meas
7.500000000000000000e+00 2.993994402368471697e-01 -7.573141673670926582e-06
7.574999999999999289e+00 2.999674206239149044e-01 -1.550183192696277690e+00
7.649999999999999467e+00 2.994663744180224851e-01 -2.437062091158641142e+00
7.724999999999999645e+00 2.994881448590263062e-01 -7.512621000235492758e-06
7.799999999999998934e+00 2.999951132949599808e-01 -3.100448584159245513e+00
7.874999999999998224e+00 2.995460770584585930e-01 -7.458896970696619888e-06
7.949999999999998401e+00 2.996062907920702401e-01 -7.421306355200182545e-06
8.024999999999998579e+00 2.999451922522524683e-01 -7.390058928088668114e-06
8.099999999999997868e+00 2.996420176000356150e-01 -7.356331869181253688e-06
8.174999999999997158e+00 2.998245303184224886e-01 -3.987105316936101040e+00
8.249999999999996447e+00 2.999016418924895788e-01 -7.260516033093028163e-06
8.324999999999997513e+00 2.997710661744958927e-01 -1.550271949611793598e+00
8.399999999999996803e+00 3.000513955731467508e-01 -1.550196231091514942e+00
8.474999999999996092e+00 2.998563428047731350e-01 -7.104005937649425159e-06
8.549999999999997158e+00 2.997904512419538037e-01 -7.059459421071079613e-06
8.624999999999996447e+00 3.000969395180277388e-01 -6.995451439753943082e-06
8.699999999999995737e+00 2.997881681510059515e-01 -2.436908655779376875e+00
8.774999999999995026e+00 2.998612144585649508e-01 -1.550265632345783517e+00
8.849999999999994316e+00 3.001895074039921951e-01 -6.804664920843656734e-06
8.924999999999995381e+00 2.998859825658755085e-01 -6.728389920804527663e-06
8.999999999999994671e+00 2.998575042304933991e-01 -2.436835773333859922e+00
9.074999999999993960e+00 3.002091282466636812e-01 -6.588115715825456492e-06
9.149999999999995026e+00 2.999777511472412339e-01 -1.550273025496450074e+00
9.224999999999994316e+00 3.000272399438237425e-01 -2.437068013540943934e+00
9.299999999999993605e+00 3.001109077988072249e-01 -2.436680165177201651e+00
9.374999999999992895e+00 3.000123061696768900e-01 -6.277786463263499220e-06
9.449999999999992184e+00 3.001934843074073322e-01 -3.987323816927165865e+00
9.524999999999993250e+00 3.001320598262466888e-01 -6.090174028566233862e-06
9.599999999999992539e+00 3.000590014832837937e-01 -6.020855153234167846e-06
9.674999999999991829e+00 3.002803735269026220e-01 -5.925170226989779840e-06
9.749999999999992895e+00 3.001103809097713793e-01 -5.822001708089019102e-06
9.824999999999992184e+00 3.000960435512212143e-01 -5.743922658748342597e-06
9.899999999999991473e+00 3.004024429913810801e-01 -1.550264950026651878e+00
9.974999999999990763e+00 3.001254902878116582e-01 -5.549249819073289250e-06
1.004999999999999005e+01 3.001601257210607665e-01 -1.550265772369809669e+00
1.012499999999999112e+01 3.003897557681440844e-01 -5.376014460425557195e-06
1.019999999999999041e+01 3.001673125907444728e-01 -5.272977895823141668e-06
1.027499999999998970e+01 3.002156294360389666e-01 -5.156221410253117397e-06
1.034999999999999076e+01 3.003684849477181729e-01 -5.075367291328429162e-06
1.042499999999999005e+01 3.002158353261320523e-01 -1.550193830162645448e+00
1.049999999999998934e+01 3.003412603249612234e-01 -1.550270594688072601e+00
1.057499999999998863e+01 3.003375430831305426e-01 -1.550252029808359522e+00
1.064999999999998792e+01 3.002905711284359347e-01 -1.550261631444575849e+00
1.072499999999998899e+01 3.004467271996564826e-01 -1.550266175683413294e+00
1.079999999999998828e+01 3.003003225404796694e-01 -4.435883788327549563e-06
1.087499999999998757e+01 3.002773506073097565e-01 -4.361927749429750931e-06
1.094999999999998863e+01 3.004890506891988444e-01 -1.550259339735808206e+00
1.102499999999998792e+01 3.003119050082391217e-01 -1.550268092122827346e+00
1.109999999999998721e+01 3.003078096338782643e-01 -3.992041284714808037e-06
1.117499999999998650e+01 3.005176046799462597e-01 -3.926775932867738431e-06
1.124999999999998579e+01 3.003272238942855665e-01 -3.745280622031172259e-06
1.132499999999998685e+01 3.003573585929615319e-01 -3.516459990607221026e-06
1.139999999999998614e+01 3.004877756929263954e-01 -1.550239923740783121e+00
1.147499999999998543e+01 3.003385174999151364e-01 -1.550224326713863787e+00
1.154999999999998650e+01 3.004292212266150841e-01 -2.425611015076762310e-06
1.162499999999998579e+01 3.005210042918738944e-01 -1.550193332604415719e+00
1.169999999999998508e+01 3.003926826331237976e-01 -4.434805353859303618e-06
1.177499999999998437e+01 3.005096649450180735e-01 -5.939539353296679618e-06
1.184999999999998366e+01 3.004423172943333498e-01 -4.753163731487003619e-06
1.192499999999998472e+01 3.004129075990249476e-01 -4.125457274005843206e-06
1.199999999999998401e+01 3.005767453686445378e-01 -3.833107662243448108e-06
1.207499999999998508e+01 3.004338531904622300e-01 -3.689852536400122917e-06
1.214999999999998437e+01 3.004331487038740534e-01 -3.526742640001238503e-06
1.222499999999998188e+01 3.006108082978258267e-01 -3.376045975509081164e-06
1.229999999999998295e+01 3.004486312143441751e-01 -3.293985832006763974e-06
1.237499999999998401e+01 3.004668149106564101e-01 -3.211840436396481762e-06
1.244999999999998153e+01 3.006189321365718703e-01 -1.550266544103815924e+00
1.252499999999998082e+01 3.004753403224214026e-01 -3.020693906771894626e-06
1.259999999999998188e+01 3.005200349900505330e-01 -2.967646462285165876e-06
1.267499999999998295e+01 3.005811662924244843e-01 -2.889078343844601014e-06
1.274999999999998224e+01 3.005000835264937109e-01 -2.809694840591144601e-06
