# tau_total W_out Q_meas
7.500000000000000000e+00 2.945977828043406799e-01 -3.875536616000433976e-01
7.574999999999999289e+00 2.952995622282807986e-01 -6.091866970219487198e-01
7.649999999999999467e+00 2.962869621882726623e-01 -1.351013024874865692e-08
7.724999999999999645e+00 2.955264591798344442e-01 -1.462644538702834664e-08
7.799999999999998934e+00 2.948859472709911556e-01 -1.513521489486544531e-08
7.874999999999998224e+00 2.950891804018860309e-01 -1.474419589773883640e-08
7.949999999999998401e+00 2.951126093918094995e-01 -1.554366995252625584e-08
8.024999999999998579e+00 2.959320596550031324e-01 -1.541387107371125899e-08
8.099999999999997868e+00 2.967977362458549262e-01 -6.092307339449445358e-01
8.174999999999997158e+00 2.961212260609452640e-01 -1.583586740097153131e-08
8.249999999999996447e+00 2.955436993010636115e-01 -1.635417415102932088e-08
8.324999999999997513e+00 2.957199258928949748e-01 -1.597616572011964487e-08
8.399999999999996803e+00 2.957484982339493307e-01 -6.091892054563751158e-01
8.474999999999996092e+00 2.964722792576817145e-01 -6.092436159872332002e-01
8.549999999999997158e+00 2.972438014108471638e-01 -1.597329266731080074e-08
8.624999999999996447e+00 2.966251773120037738e-01 -1.711234308836141971e-08
8.699999999999995737e+00 2.961018571296759605e-01 -1.764378556486844181e-08
8.774999999999995026e+00 2.962559367805075450e-01 -1.727488731946767551e-08
8.849999999999994316e+00 2.962649231909051384e-01 -6.092330328388606553e-01
8.924999999999995381e+00 2.969192002632096150e-01 -1.799258533545233525e-08
8.999999999999994671e+00 2.976180076692145349e-01 -1.730992001155460321e-08
9.074999999999993960e+00 2.970559127440334235e-01 -1.845764295569477133e-08
9.149999999999995026e+00 2.965795670824868946e-01 -1.900021359245801863e-08
9.224999999999994316e+00 2.967152853350896180e-01 -1.864344563920840075e-08
9.299999999999993605e+00 2.968793039760591057e-01 -3.875623957432324240e-01
9.374999999999992895e+00 2.973094121614749952e-01 -1.938262512027629473e-08
9.449999999999992184e+00 2.979399244505316346e-01 -1.871288756114765828e-08
9.524999999999993250e+00 2.974269644203635377e-01 -1.987401532481922645e-08
9.599999999999992539e+00 2.972497102329231256e-01 -3.875303873484999273e-01
9.674999999999991829e+00 2.971119293798506478e-01 -2.007866540729159036e-08
9.749999999999992895e+00 2.971137577290933196e-01 -2.092700020680456253e-08
9.824999999999992184e+00 2.977510138068650836e-01 -3.875658804909541955e-01
9.899999999999991473e+00 2.982304204657216795e-01 -6.091494084779339735e-01
9.974999999999990763e+00 2.977488752982253573e-01 -2.135330246593390138e-08
1.004999999999999005e+01 2.973494288806896035e-01 -2.191613604572774816e-08
1.012499999999999112e+01 2.974567876897575847e-01 -2.158528740461877142e-08
1.019999999999999041e+01 2.974560254917193447e-01 -2.244076351178974369e-08
1.027499999999998970e+01 2.979413654724415439e-01 -2.236730799236101677e-08
1.034999999999999076e+01 2.984640102280193830e-01 -6.092546399256520973e-01
1.042499999999999005e+01 2.981471147241304687e-01 -3.875637576561316577e-01
1.049999999999998934e+01 2.976622008594560498e-01 -2.347740036713884823e-08
1.057499999999998863e+01 2.977585010528898124e-01 -2.315765268328640026e-08
1.064999999999998792e+01 2.977579263129902509e-01 -1.218491054103287397e+00
1.072499999999998899e+01 2.981992790643327451e-01 -2.396220784444433143e-08
1.079999999999998828e+01 2.986756162398548353e-01 -2.332735392550278530e-08
1.087499999999998757e+01 2.982768392447853190e-01 -2.452290068542413833e-08
1.094999999999998863e+01 2.979434162341414449e-01 -6.092543082790758957e-01
1.102499999999998792e+01 2.980239798659221062e-01 -2.479755046179131527e-08
1.109999999999998721e+01 2.980197365526056075e-01 -2.567838857046523317e-08
1.117499999999998650e+01 2.984337533447026791e-01 -6.092411013681603427e-01
1.124999999999998579e+01 2.988639430543040820e-01 -2.499965286492628709e-08
1.132499999999998685e+01 2.984988556421319661e-01 -6.092160030523687819e-01
1.139999999999998614e+01 2.982160611466226907e-01 -6.092418223467124250e-01
1.147499999999998543e+01 2.982865638554640375e-01 -1.218511552277197207e+00
1.154999999999998650e+01 2.982534200849241701e-01 -2.739554677369650064e-08
1.162499999999998579e+01 2.986272109306851164e-01 -6.092439968300701336e-01
1.169999999999998508e+01 2.990309304600754503e-01 -2.674441202235643220e-08
1.177499999999998437e+01 2.987122181537501531e-01 -3.875310879504940131e-01
1.184999999999998366e+01 2.983964176908751043e-01 -6.092395240801233847e-01
1.192499999999998472e+01 2.984675189670030759e-01 -2.828118312778195016e-08
1.199999999999998401e+01 2.985196029709129562e-01 -3.875664475992027791e-01
1.207499999999998508e+01 2.988072959602978695e-01 -2.915145021038385831e-08
1.214999999999998437e+01 2.991983765429311326e-01 -1.218413875458627782e+00
