# tau_total W_out Q_meas
1.049999999999998934e+01 3.002707812348996974e-01 -7.311190878466156562e+00
1.057499999999998863e+01 3.003258262720933658e-01 -3.198777509708788935e-06
1.064999999999998792e+01 3.002615213037259645e-01 -1.550259315358272438e+00
1.072499999999998899e+01 3.004109809985209267e-01 -3.242274923236825382e-06
1.079999999999998828e+01 3.003013395761147120e-01 -2.437096415543550165e+00
1.087499999999998757e+01 3.002763124670764228e-01 -3.286303409971540190e-06
1.094999999999998863e+01 3.004856860755467096e-01 -3.305175393187925401e-06
1.102499999999998792e+01 3.003088921538554779e-01 -6.424421265054361285e+00
1.109999999999998721e+01 3.002977068946494077e-01 -2.437076824869577774e+00
1.117499999999998650e+01 3.005138108680708298e-01 -3.987351510313908776e+00
1.124999999999998579e+01 3.003260651320118768e-01 -3.386211254430802897e-06
1.132499999999998685e+01 3.003829992815174599e-01 -3.987351939009086799e+00
1.139999999999998614e+01 3.004971926441544205e-01 -2.437088886347330785e+00
1.147499999999998543e+01 3.003525618949012266e-01 -2.437084618978369477e+00
1.154999999999998650e+01 3.004293986536765715e-01 -3.458117090665091889e-06
1.162499999999998579e+01 3.004763270075129222e-01 -4.874193732320829753e+00
1.169999999999998508e+01 3.003924233015595746e-01 -3.493307111567542714e-06
1.177499999999998437e+01 3.005646471050098523e-01 -3.987346001846692189e+00
1.184999999999998366e+01 3.004452569544543428e-01 -4.874192131134800654e+00
1.192499999999998472e+01 3.004138311394699556e-01 -2.437101594521397629e+00
1.199999999999998401e+01 3.005771791918903091e-01 -3.554622999182638007e-06
1.207499999999998508e+01 3.004045617094143195e-01 -5.537525366814517014e+00
1.214999999999998437e+01 3.004443123882893918e-01 -1.550268863794583618e+00
1.222499999999998188e+01 3.006267332618285382e-01 -6.424444319382332402e+00
1.229999999999998295e+01 3.004495031953297035e-01 -2.437101052282729885e+00
1.237499999999998401e+01 3.004514129341591122e-01 -2.437058889732380162e+00
1.244999999999998153e+01 3.006378830382818723e-01 -7.087866888426918699e+00
1.252499999999998082e+01 3.004749435269765678e-01 -2.437100602913207847e+00
1.259999999999998188e+01 3.005198302125670073e-01 -4.874187601838467998e+00
1.267499999999998295e+01 3.005816924729387551e-01 -3.671341603130994641e-06
1.274999999999998224e+01 3.005010160186927237e-01 -3.683906665314642601e-06
1.282499999999997975e+01 3.005867855845565373e-01 -3.692438635379989217e-06
1.289999999999998082e+01 3.005480589929180324e-01 -2.437092882992673015e+00
1.297499999999998188e+01 3.005395414702719536e-01 -1.550269091958573098e+00
1.304999999999997939e+01 3.006316238979250821e-01 -2.437032712645974541e+00
1.312499999999997868e+01 3.005379721411145511e-01 -3.729361803472873785e-06
1.319999999999997975e+01 3.005328834128206950e-01 -3.738114625197012930e-06
1.327499999999998082e+01 3.006794809762540766e-01 -4.874193899812239827e+00
1.334999999999998010e+01 3.005498550593376228e-01 -3.100507155073567667e+00
1.342499999999997762e+01 3.005628441308648702e-01 -3.987359545827557028e+00
1.349999999999997868e+01 3.006851065644170484e-01 -4.874188608559888003e+00
1.357499999999997975e+01 3.005640289857538505e-01 -3.771599585439093516e-06
1.364999999999997726e+01 3.006092648726154115e-01 -1.550270495353500699e+00
1.372499999999997655e+01 3.006660847438880069e-01 -3.780042288062260628e-06
1.379999999999997762e+01 3.005840473387608736e-01 -4.874195265189974258e+00
1.387499999999997868e+01 3.006499976134598962e-01 -1.757308363017369475e-05
1.394999999999997797e+01 3.006667552960372580e-01 -1.550243799475267803e+00
1.402499999999997549e+01 3.006221974801372987e-01 -3.987365759911894791e+00
1.409999999999997655e+01 3.006906038994177077e-01 -2.437082918384471775e+00
1.417499999999997762e+01 3.006221721396937774e-01 -2.437095536880746760e+00
1.424999999999997513e+01 3.006111300391864916e-01 -3.801721957240626268e-06
1.432499999999997442e+01 3.007505390306755011e-01 -6.424459217446250037e+00
1.439999999999997549e+01 3.006308513630802093e-01 -1.550270519575852823e+00
1.447499999999997655e+01 3.006266303780904536e-01 -3.802681859190002595e-06
1.454999999999997584e+01 3.007452332321279842e-01 -2.437093182647764866e+00
1.462499999999997335e+01 3.006357147210262371e-01 -2.437080913847108565e+00
1.469999999999997442e+01 3.006550148513440490e-01 -3.799754629517371196e-06
1.477499999999997549e+01 3.007314383854621243e-01 -2.437102156949779719e+00
1.484999999999997300e+01 3.006661333893717591e-01 -1.550270530643664824e+00
1.492499999999997229e+01 3.007071512214314346e-01 -1.550270071148402984e+00
