# tau_total W_out Q_meas
7.500000000000000000e+00 2.977770762074267719e-01 -3.655519565283045669e+00
7.574999999999999289e+00 2.985096873426245079e-01 -1.218480538442395122e+00
7.649999999999999467e+00 2.980015273745735271e-01 -1.735539602184762477e-07
7.724999999999999645e+00 2.979252357705598486e-01 -1.756747988876398373e-07
7.799999999999998934e+00 2.985458090184742730e-01 -1.783276229238775620e-07
7.874999999999998224e+00 2.982421889841191387e-01 -1.829711442968487553e-07
7.949999999999998401e+00 2.981097677809607660e-01 -1.852221164975028029e-07
8.024999999999998579e+00 2.986072081682528134e-01 -1.884578256569348050e-07
8.099999999999997868e+00 2.984697175558643778e-01 -1.925775684141097627e-07
8.174999999999997158e+00 2.982758002582669432e-01 -1.950887561920193209e-07
8.249999999999996447e+00 2.986628693744393104e-01 -1.988422960277460628e-07
8.324999999999997513e+00 2.986824485869270518e-01 -2.023892875832640904e-07
8.399999999999996803e+00 2.984246455643067009e-01 -2.052811605089327799e-07
8.474999999999996092e+00 2.987170296334901165e-01 -2.094612892225290431e-07
8.549999999999997158e+00 2.988786265914490370e-01 -2.124226603568112591e-07
8.624999999999996447e+00 2.985581654017863684e-01 -2.157962988443313667e-07
8.699999999999995737e+00 2.988084736793967799e-01 -3.655601591515946769e+00
8.774999999999995026e+00 2.990566390475351000e-01 -2.227030806311756581e-07
8.849999999999994316e+00 2.986933340159794170e-01 -1.218540654835000625e+00
8.924999999999995381e+00 2.988323999664714847e-01 -2.313004491032440526e-07
8.999999999999994671e+00 2.992152110273346155e-01 -2.332460069717813837e-07
9.074999999999993960e+00 2.988139734279039450e-01 -2.437040915661143003e+00
9.149999999999995026e+00 2.988968044340830632e-01 -2.424942020942685655e-07
9.224999999999994316e+00 2.993535530231810071e-01 -2.440792780847680140e-07
9.299999999999993605e+00 2.989443993704714586e-01 -7.751146109887646629e-01
9.374999999999992895e+00 2.989713499668610330e-01 -1.218528576834811306e+00
9.449999999999992184e+00 2.994795893690617161e-01 -1.218519639481656425e+00
9.524999999999993250e+00 2.989872544089348105e-01 -1.218511273048347610e+00
9.599999999999992539e+00 2.990403367018785730e-01 -2.653909848494753060e-07
9.674999999999991829e+00 2.995693425063983284e-01 -2.666810808573348828e-07
9.749999999999992895e+00 2.990798026970366008e-01 -2.727979873518360568e-07
9.824999999999992184e+00 2.991179108211206028e-01 -2.770970426911478920e-07
9.899999999999991473e+00 2.996500104550321453e-01 -1.218530649512792774e+00
9.974999999999990763e+00 2.991766453722159991e-01 -2.437023678113935610e+00
1.004999999999999005e+01 2.991992480099422425e-01 -1.218533186032817905e+00
1.012499999999999112e+01 2.997247582708947311e-01 -2.437078554702833078e+00
1.019999999999999041e+01 2.992692909686247571e-01 -1.218533803817257288e+00
1.027499999999998970e+01 2.992777231831348361e-01 -3.010852818123560927e-07
1.034999999999999076e+01 2.997560056145333052e-01 -3.030677083197048276e-07
1.042499999999999005e+01 2.993542365562014140e-01 -3.098213039691088901e-07
1.049999999999998934e+01 2.993565806583800004e-01 -1.218538494081985446e+00
1.057499999999998863e+01 2.998707343897056843e-01 -3.987262013832728158e+00
1.064999999999998792e+01 2.994636994635382354e-01 -1.218510566195374789e+00
1.072499999999998899e+01 2.994330243680175530e-01 -3.259530566520382321e-07
1.079999999999998828e+01 2.998104648228365754e-01 -1.218537501522659827e+00
1.087499999999998757e+01 2.995399721875671162e-01 -3.353714861266529276e-07
1.094999999999998863e+01 2.995500329956706231e-01 -4.430754028540500045e+00
1.102499999999998792e+01 2.998282885415832766e-01 -3.423353469608574322e-07
1.109999999999998721e+01 2.997081600741664520e-01 -3.212194886709091257e+00
1.117499999999998650e+01 2.996382101861058134e-01 -1.993679642786796880e+00
1.124999999999998579e+01 2.998518454120344678e-01 -2.437063345720893004e+00
1.132499999999998685e+01 2.997247846854483866e-01 -3.615602590693135559e-07
1.139999999999998614e+01 2.996558626459453478e-01 -1.993649074841691515e+00
1.147499999999998543e+01 2.998540364344752795e-01 -2.437043175814431528e+00
1.154999999999998650e+01 2.998303848502814617e-01 -4.874148324953349487e+00
1.162499999999998579e+01 2.996918145531460853e-01 -3.788587263813734908e-07
1.169999999999998508e+01 2.998562120106312845e-01 -3.839896798578135454e-07
1.177499999999998437e+01 2.999428019016636693e-01 -7.751302236213277741e-01
1.184999999999998366e+01 2.997650526566526530e-01 -2.437076489705475080e+00
1.192499999999998472e+01 2.998711333116923505e-01 -2.437079543908545531e+00
1.199999999999998401e+01 3.000121463724818582e-01 -7.751287856163295853e-01
1.207499999999998508e+01 2.997916142899247349e-01 -1.218538628437333404e+00
1.214999999999998437e+01 2.998814691077068550e-01 -2.437078348735790989e+00
1.222499999999998188e+01 3.000570302302432157e-01 -1.218513639074273902e+00
1.229999999999998295e+01 2.998654404008299634e-01 -1.993673609849022643e+00
1.237499999999998401e+01 2.998956564743763265e-01 -4.273832344194738878e-07
1.244999999999998153e+01 3.001181942065294095e-01 -4.303667140245109098e-07
1.252499999999998082e+01 2.998714973203492340e-01 -1.218539761611237893e+00
1.259999999999998188e+01 2.999163441541340402e-01 -4.421569451504184060e-07
1.267499999999998295e+01 3.001750646782319620e-01 -4.448497945907863797e-07
1.274999999999998224e+01 2.999084570374460634e-01 -1.218534737129652434e+00
1.282499999999997975e+01 2.999410815741184733e-01 -4.570732541158393798e-07
1.289999999999998082e+01 3.002228664664522428e-01 -4.596099055989154476e-07
1.297499999999998188e+01 3.000651482157742356e-01 -7.751079582127786693e-01
1.304999999999997939e+01 2.999826243773128231e-01 -7.751224243403674885e-01
1.312499999999997868e+01 3.002608915696601821e-01 -2.437077894169973558e+00
1.319999999999997975e+01 2.999946255630147052e-01 -6.092652023601045741e+00
1.327499999999998082e+01 3.000007887714524202e-01 -4.873385820133076946e-07
1.334999999999998010e+01 3.002894774313902282e-01 -2.437072835215768229e+00
1.342499999999997762e+01 3.000265614221078181e-01 -4.976595978359505713e-07
1.349999999999997868e+01 3.000407085485440328e-01 -1.218533217126870349e+00
1.357499999999997975e+01 3.003162971479700349e-01 -1.218534601830863373e+00
1.364999999999997726e+01 3.000676495942559141e-01 -1.218536608773635344e+00
1.372499999999997655e+01 3.000672360633913627e-01 -1.218538993713906615e+00
1.379999999999997762e+01 3.003326324975923445e-01 -2.437075951097602555e+00
1.387499999999997868e+01 3.001111264949020141e-01 -3.655587355151163287e+00
1.394999999999997797e+01 3.001052909011804326e-01 -2.437073897440444448e+00
1.402499999999997549e+01 3.003769695462316092e-01 -7.751302411907785572e-01
1.409999999999997655e+01 3.001613704282836137e-01 -3.212197919179573979e+00
1.417499999999997762e+01 3.001707604236889537e-01 -1.993673678375692537e+00
1.424999999999997513e+01 3.003464704613382219e-01 -2.437077077506724088e+00
1.432499999999997442e+01 3.002002420655428550e-01 -5.615936616954831165e-07
1.439999999999997549e+01 3.001655368972427906e-01 -2.437078873500747811e+00
1.447499999999997655e+01 3.003662622212031064e-01 -1.993671919858917452e+00
1.454999999999997584e+01 3.002534648033357012e-01 -2.437080686686404984e+00
1.462499999999997335e+01 3.002052106902064477e-01 -2.437090258667541143e+00
