# tau_total W_out Q_meas
9.899999999999991473e+00 2.996475259133329905e-01 -1.218530874881269765e+00
9.974999999999990763e+00 2.991901379814830841e-01 -2.437072744490163867e+00
1.004999999999999005e+01 2.991822983054313045e-01 -1.218484605487996308e+00
1.012499999999999112e+01 2.997320781923163979e-01 -5.649209156408130816e+00
1.019999999999999041e+01 2.994432365477526226e-01 -7.974486742946048423e+00
1.027499999999998970e+01 2.993071501992380368e-01 -1.993656952157630169e+00
1.034999999999999076e+01 2.998140721106725692e-01 -6.424312563205736737e+00
1.042499999999999005e+01 2.993815371324001218e-01 -1.993648466502812466e+00
1.049999999999998934e+01 2.994226545107884219e-01 -1.993677759892152235e+00
1.057499999999998863e+01 2.998199033063029262e-01 -1.218494126222843699e+00
1.064999999999998792e+01 2.995048083076214951e-01 -2.437058192361085229e+00
1.072499999999998899e+01 2.994434888898176439e-01 -1.272262105800813989e-05
1.079999999999998828e+01 2.998625538278008040e-01 -1.993687431919769937e+00
1.087499999999998757e+01 2.996841118692176176e-01 -4.430597551481232799e+00
1.094999999999998863e+01 2.995415123636355759e-01 -1.993680079244116055e+00
1.102499999999998792e+01 3.000025663235311724e-01 -3.543814475128101549e+00
1.109999999999998721e+01 2.996515705557321052e-01 -1.218548519480381342e+00
1.117499999999998650e+01 2.995773847187541694e-01 -1.218541356892449024e+00
1.124999999999998579e+01 3.000931457442467254e-01 -3.543755820871421491e+00
1.132499999999998685e+01 2.997537940226897568e-01 -3.655547050167336387e+00
1.139999999999998614e+01 2.996189244373900218e-01 -2.437012123381135265e+00
1.147499999999998543e+01 2.998525306677451985e-01 -2.437065750833685041e+00
1.154999999999998650e+01 2.998287579055878282e-01 -4.430638781322929987e+00
1.162499999999998579e+01 2.997210864043918788e-01 -4.874175833464679641e+00
1.169999999999998508e+01 2.999327642502441771e-01 -6.424352401423361947e+00
1.177499999999998437e+01 2.999698639006737055e-01 -1.993675416130976208e+00
1.184999999999998366e+01 2.997491390856977800e-01 -7.750921203261862402e-01
1.192499999999998472e+01 2.998815000896547511e-01 -3.655609780646877027e+00
1.199999999999998401e+01 3.000967307140817164e-01 -3.987318667655124216e+00
1.207499999999998508e+01 2.998229408514099248e-01 -5.649279317096396191e+00
1.214999999999998437e+01 2.998942876737064056e-01 -1.218535022621981989e+00
1.222499999999998188e+01 3.001414557527112281e-01 -1.550274890066267508e+00
1.229999999999998295e+01 2.998483941959336763e-01 -1.416597659431150652e-05
1.237499999999998401e+01 2.999073797019531362e-01 -1.218541231279960391e+00
1.244999999999998153e+01 3.001486851428926128e-01 -5.980761042475839062e+00
1.252499999999998082e+01 2.998899707871360842e-01 -1.218556342188390929e+00
1.259999999999998188e+01 2.999143638013266333e-01 -1.218522898859122794e+00
1.267499999999998295e+01 3.001735775795083550e-01 -4.430719295300756144e+00
1.274999999999998224e+01 2.999702877194345696e-01 -3.212215772493489663e+00
1.282499999999997975e+01 2.999490765192844854e-01 -2.437081386987943077e+00
1.289999999999998082e+01 3.002590425298874433e-01 -3.543778112860084484e+00
1.297499999999998188e+01 2.999859979894318185e-01 -1.993671166489662916e+00
1.304999999999997939e+01 3.001275498405084896e-01 -4.762475386567480484e+00
1.312499999999997868e+01 3.002668614223428234e-01 -1.218538223151353517e+00
1.319999999999997975e+01 2.999627001370614998e-01 -2.436985963585500681e+00
1.327499999999998082e+01 3.001157786674225614e-01 -3.543919296643142314e+00
1.334999999999998010e+01 3.003225653415806384e-01 -7.751466313575291478e-01
1.342499999999997762e+01 3.000955384700696449e-01 -2.325355999396381268e+00
1.349999999999997868e+01 3.000213298383458405e-01 -3.655567223789975007e+00
1.357499999999997975e+01 3.003173973438609812e-01 -4.874142023193085649e+00
1.364999999999997726e+01 3.001730817259791184e-01 -2.768801417634089823e+00
1.372499999999997655e+01 3.001921346394266221e-01 -2.325367694071079683e+00
1.379999999999997762e+01 3.004155627819243835e-01 -1.993613358457169138e+00
1.387499999999997868e+01 3.001452914737409161e-01 -7.751480169281859123e-01
1.394999999999997797e+01 3.001381723907814436e-01 -1.993685531778495168e+00
1.402499999999997549e+01 3.003429010551036393e-01 -3.655567822898369457e+00
1.409999999999997655e+01 3.002557043920125457e-01 -3.987259038605253103e+00
1.417499999999997762e+01 3.001994258951340422e-01 -7.751321883611067554e-01
1.424999999999997513e+01 3.003609849388688691e-01 -2.437061625452418667e+00
1.432499999999997442e+01 3.002113229321795584e-01 -1.218558185163246765e+00
1.439999999999997549e+01 3.002402952825462545e-01 -1.550269683572746526e+00
1.447499999999997655e+01 3.003062717467124276e-01 -7.311107018026439697e+00
1.454999999999997584e+01 3.002792904799080898e-01 -3.212219007537095550e+00
1.462499999999997335e+01 3.003401799892889690e-01 -4.762455499117235647e+00
1.469999999999997442e+01 3.003586714777499722e-01 -1.218557429988171625e+00
1.477499999999997549e+01 3.002803177728569084e-01 -2.436970940567017241e+00
1.484999999999997300e+01 3.001984455496369275e-01 -2.436991052956086978e+00
1.492499999999997229e+01 3.003360627116576920e-01 -7.750982840836690979e-01
