# tau_total W_out Q_meas
7.500000000000000000e+00 2.988612614647507826e-01 -8.974023952433921036e-06
7.574999999999999289e+00 2.993955758788204857e-01 -3.655522995408555076e+00
7.649999999999999467e+00 2.989452579746370020e-01 -9.119594094199106812e-06
7.724999999999999645e+00 2.994950314548638914e-01 -9.178837922607045036e-06
7.799999999999998934e+00 2.989611220002510450e-01 -1.827649267162034796e+00
7.874999999999998224e+00 2.995254767909795168e-01 -1.827789642415049265e+00
7.949999999999998401e+00 2.990886204362155354e-01 -9.381082006612150720e-06
8.024999999999998579e+00 2.994793514424557435e-01 -1.827759379883357571e+00
8.099999999999997868e+00 2.991551207355058750e-01 -9.496335028905990294e-06
8.174999999999997158e+00 2.995502367443201308e-01 -4.818092956982162889e+00
8.249999999999996447e+00 2.992046949231879083e-01 -5.483317415939382933e+00
8.324999999999997513e+00 2.996166576075566246e-01 -2.325387120206191760e+00
8.399999999999996803e+00 2.992965874910566981e-01 -9.694834635445804746e-06
8.474999999999996092e+00 2.994816603765286800e-01 -9.734499566421391317e-06
8.549999999999997158e+00 2.993780478356459218e-01 -1.827821949697534754e+00
8.624999999999996447e+00 2.996211031870770203e-01 -9.636333382141906156e+00
8.699999999999995737e+00 2.994649241707278975e-01 -9.850346304799339689e-06
8.774999999999995026e+00 2.994941705343734384e-01 -9.882808415058539492e-06
8.849999999999994316e+00 2.995597076232279221e-01 -9.912097266455031572e-06
8.924999999999995381e+00 2.995929289657008887e-01 -2.990509254947839146e+00
8.999999999999994671e+00 2.996742955316221702e-01 -2.990492307326381383e+00
9.074999999999993960e+00 2.995898832746985985e-01 -2.990421485825254244e+00
9.149999999999995026e+00 2.998018158439877956e-01 -2.990380015901759947e+00
9.224999999999994316e+00 2.995900327976790400e-01 -1.827819073765214242e+00
9.299999999999993605e+00 2.998805486706900281e-01 -1.162708508488831560e+00
9.374999999999992895e+00 2.996420081768924604e-01 -1.005112831532675027e-05
9.449999999999992184e+00 2.999853333226807361e-01 -1.162709683561977014e+00
9.524999999999993250e+00 2.996890287076965365e-01 -3.655608769992179763e+00
9.599999999999992539e+00 3.000219470801042121e-01 -1.006241139304259700e-05
9.674999999999991829e+00 2.997414216435672074e-01 -1.007017129036388153e-05
9.749999999999992895e+00 3.000849427102494360e-01 -1.006034593555699651e-05
